cui,code
C0038436,PheCode:300.9
C0007787,PheCode:433.31
C0002726,PheCode:270.33
C0012716,PheCode:275.3
C3495801,PheCode:446.4
C4553824,PheCode:521.1
C0155074,PheCode:370.2
C0162870,PheCode:442.2
C0476228,PheCode:687.2
C0051981,PheCode:31.1
C0020569,PheCode:527.1
C1719623,PheCode:729.7
C3814530,PheCode:911.0
C1690580,PheCode:930.0
C4551650,PheCode:530.3
C0019294,PheCode:550.1
C0157726,PheCode:700.0
C4303284,PheCode:175.0
C0810280,PheCode:414.0
C0011974,PheCode:949.1
C0156279,PheCode:592.21
C0495067,PheCode:592.2
C0155744,PheCode:442.3
C3891815,PheCode:711.1
C0157749,PheCode:711.0
C0018924,PheCode:741.5
C0042133,PheCode:218.1
C4552862,PheCode:276.42
C0020295,PheCode:595.0
C0261783,PheCode:962.3
C0085160,PheCode:705.3
C0260559,PheCode:638.0
C0153660,PheCode:195.3
C0154816,PheCode:361.2
C1533659,PheCode:361.0
C0348615,PheCode:425.12
C1279303,PheCode:250.12
C0033036,PheCode:427.61
C0023908,PheCode:573.2
C0156247,PheCode:586.11
C4553945,PheCode:760.0
C0004352,PheCode:313.3
C0156409,PheCode:627.3
C2107132,PheCode:749.0
C0010308,PheCode:244.5
C4553310,PheCode:244.0
C0341863,PheCode:626.12
C0007859,PheCode:761.0
C0036685,PheCode:38.1
C0243026,PheCode:38.0
C1367972,PheCode:451.0
C0149523,PheCode:592.11
C0272774,PheCode:801.1
C0030920,PheCode:531.4
C0149518,PheCode:535.1
C1112753,PheCode:159.2
C0267418,PheCode:558.0
C0263518,PheCode:704.12
C1559115,PheCode:704.1
C1963063,PheCode:260.6
C0015230,PheCode:687.1
C0375576,PheCode:286.9
C0525045,PheCode:296.0
C0494590,PheCode:395.1
C0023532,PheCode:528.6
C0004096,PheCode:495.0
C0002962,PheCode:411.3
C0155710,PheCode:427.41
C0042510,PheCode:427.4
C0029822,PheCode:443.8
C0152456,PheCode:575.6
C0342981,PheCode:702.4
C0152018,PheCode:150.0
C0263853,PheCode:721.2
C0013679,PheCode:1015.0
C0008370,PheCode:575.2
C0018932,PheCode:578.2
C0162819,PheCode:694.3
C0030326,PheCode:729.3
C0011124,PheCode:302.1
C0236989,PheCode:302.0
C0156154,PheCode:569.1
C0042974,PheCode:286.11
C0264134,PheCode:735.23
C0024305,PheCode:202.2
C0154920,PheCode:379.51
C0155959,PheCode:528.4
C0178238,PheCode:8.0
C0154129,PheCode:199.0
C1285368,PheCode:656.5
C0018784,PheCode:389.1
C0149959,PheCode:614.31
C0700502,PheCode:244.2
C0037650,PheCode:303.3
C0810283,PheCode:444.1
C3495439,PheCode:613.1
C0158352,PheCode:728.0
C0040701,PheCode:304.0
C0039236,PheCode:427.1
C0004691,PheCode:601.4
C0473390,PheCode:636.1
C0042749,PheCode:79.9
C0042769,PheCode:79.0
C1961131,PheCode:512.8
C1812623,PheCode:371.3
C0008031,PheCode:418.0
C3665652,PheCode:272.13
C4722185,PheCode:362.1
C0347243,PheCode:212.0
C4552807,PheCode:536.3
C0343251,PheCode:728.1
C2919142,PheCode:264.1
C0154844,PheCode:362.31
C0475534,PheCode:285.22
C0206504,PheCode:384.4
C0810296,PheCode:508.0
C0006444,PheCode:726.3
C0302473,PheCode:874.0
C1265292,PheCode:41.12
C0019158,PheCode:70.9
C0152447,PheCode:599.7
C0012714,PheCode:275.2
C0008049,PheCode:79.1
C0156369,PheCode:622.1
C0038013,PheCode:715.2
C0029644,PheCode:715.0
C0019163,PheCode:70.2
