"PheCode","CUI"
"442_1","C1812607|C0012736|C1812608|C0729233|C0302465|C0375305|C0265010|C3251816|C0741160|C1305122|C0375306|C0340629|C0265012|C0265011|C0003486|C0162871"
"442_11","C0265012|C0265011|C0162871"
"442_2","C0162870"
"442_3","C0155744"
"442_4","C1135209|C0338585|C0340649|C0919563|C0338586|C1135210|C0002949"
"442_8","C0155741|C0155742|C0002945|C0155745|C0155746|C0155747|C0155748|C0002946"
"443_","C0553983|C0034734|C0031115|C0029822|C0014804|C0085096"
"443_1","C0034734"
"443_7","C0031115"
"443_8","C0029822|C0014804|C0553983"
"443_9","C0085096"
"444_","C0155749|C0155750|C0340579|C0494620|C0155754|C0155755|C0348650|C0013924|C0340589|C0013923|C0023370|C3161092|C0149649|C1135211|C1135212|C1135213|C1135216|C0268792|C0810283"
"444_1","C0340589|C0810283"
"444_2","C0013923|C0023370|C3161092"
"444_5","C0149649|C1135211|C1135212|C1135213|C1135216|C0268792"
"446_","C0155757|C0018197|C0040021|C0026691|C0151436|C0403529|C0155758|C0043092|C0039483|C0031036|C0039263|C2717961|C0003860"
"446_1","C0040021"
"446_2","C0026691"
"446_3","C0151436|C0403529|C0155758"
"446_4","C0043092"
"446_5","C0039483"
"446_6","C0031036"
"446_7","C0039263"
"446_8","C2717961"
"446_9","C0003860"
"447_","C0155759|C1541850|C0155760|C0155761|C0152098|C0155762|C0155763|C0155764|C0038449|C0265004|C2921068|C2921069|C2921070|C2921071"
"447_1","C0038449"
"447_7","C0265004|C2921068|C2921069|C2921070|C2921071"
"448_","C0155765|C0039445|C0348651"
"450_","C0155799|C0472692|C0029659|C0024225|C0029673"
"451_","C1367972|C0340692|C0155772|C0375311|C0375312|C0375313|C0375801|C0265057|C0340711|C0265066|C0155770|C0340712"
"451_2","C0265057|C0340711|C0265066|C0155770|C0340712"
"452_","C0155773|C0155774|C0856761|C0152250|C2712843|C0155776|C2712884|C2712896|C2712938|C2712966|C2712814|C2712996|C2712822|C2712845|C2712736|C0040038|C0375800|C2712859|C2712629|C2712619|C2712631|C2712872|C2712815|C2712828|C2712817|C2712948|C2712953|C2712755|C2712765|C2712794|C2712834|C2712855|C2712847|C2712858|C2712704|C0032807|C1135218|C1135219|C1135220|C1135221|C1135222|C0019154|C0155775|C0155777|C0149871"
"452_1","C0375266"
"452_2","C2712859|C2712629|C2712619|C2712631|C2712872|C2712815|C2712828|C2712817|C2712948|C2712953|C2712755|C2712765|C2712794|C2712834|C2712855|C2712847|C2712858|C2712704|C0149871"
"452_8","C0032807|C1135218|C1135219|C1135220|C1135221|C1135222"
"453_","C1135223|C1135224|C1135225|C1135226|C1135227|C1135228"
"454_","C0155797|C0155794|C0042341|C0155795|C0155796|C0155778|C1135335|C0553570|C0042347|C0155779|C1135217|C0042345"
"454_1","C0155778|C1135335|C0553570|C0042347|C0155779|C1135217"
"454_11","C0553570|C0042347|C0155779|C1135217"
"455_","C0019112|C0265035|C0155781|C0155782|C0265041|C0155784|C0155785|C0041844|C0235326|C0155787|C0155788"
"456_","C0042485|C1306557"
"457_","C0375869|C1955607|C2911205"
"457_2","C1955607"
"457_3","C2911205"
"458_","C0020649|C0490007|C0159134|C0020651|C0375314|C1260413|C1260414|C0155800"
"458_1","C0020651"
"458_2","C0375314|C1260413|C1260414"
"458_9","C0155800|C0020649"
"459_","C0155802|C0019080|C0260676|C0348668|C0155803|C0728936|C0260469|C0740088|C0375802"
"459_1","C0019080"
"459_7","C0260676"
"459_9","C0348668|C0155803|C0728936|C0260469|C0740088|C0375802"
"464_","C0149512|C0155804|C0155805|C0155806|C0155807|C0155808"
"465_","C0012556|C0012558|C0012553|C0012557|C0036689|C0009443|C0155814|C0396041|C0155815|C0749165|C0949125|C0949126|C0155816|C0155817|C0155818|C0264222|C0001344|C0155811|C0001327|C0949122|C0949123|C0149513|C0339877|C0155810|C0339876|C0155813"
"465_2","C0001344"
"465_4","C0155811|C0001327|C0949122|C0949123|C0149513|C0339877|C0155810|C0339876|C0155813"
"470_","C0549397|C0155840"
"471_","C0027430|C0155822|C0155823"
"472_","C0155824|C0008711|C0155825|C0155826"
"473_","C0155851|C0155852|C0023052|C1561612|C0023051|C0155853|C0023075|C0155835|C0155836|C0155837|C0494657|C0042928|C0155847|C0155848|C0155849|C0155850|C0023066|C2712707|C2712365|C0003564|C1527344|C0264614|C0264618|C2712366|C0260664|C0868844|C0042940|C0029873"
"473_1","C0155835|C0155836|C0155837"
"473_3","C0494657|C0042928|C0155847|C0155848|C0155849|C0155850|C0023066"
"473_4","C2712707|C2712365|C0003564|C1527344|C0264614|C0264618|C2712366|C0260664|C0042940|C0029873"
"474_","C0031157|C0001361|C0155828|C0490040|C0149517|C0396023|C0155829|C0155831|C0149825|C0155833|C0155834|C0810015"
"474_1","C0001361"
"474_2","C0155828|C0490040|C0149517|C0396023|C0155829|C0155831|C0149825|C0155833|C0155834"
"475_","C0149516|C0008698|C0008683|C0008681|C0008712|C0395986|C0032781"
"475_9","C0032781"
"476_","C2607914|C0018621|C1456066|C2712343|C0002104"
"477_","C0014591|C0576995"
"478_","C0242429"
"479_","C0155839|C0029581|C1719474|C0795699|C0031345|C0155841|C0155842|C0155843|C0155844|C0155845|C0079952|C0375321|C0869292|C1719483|C0025064|C0869275|C0038450|C0810022"
"480_","C0339950|C0032287|C0155863|C0155869|C0339951|C2911331|C0152489|C0152937|C0152938|C0524688|C0339946|C0155866|C0392054|C0275566|C0153099|C0034362|C0155858|C0519030|C0276026|C0155862|C0375324|C0348801|C0375326|C0032308|C1142536|C0695234|C0032286|C0375327|C0276089|C0854248|C0023241|C0004626|C0032302|C0339959|C0155865|C0155860|C2349529|C0153018|C1112452|C0032310|C0276156|C0152413|C0276333|C1260415|C0302377|C0276253|C0153251|C0153257|C0339963|C0375046|C0032305|C0155867|C0155868|C0006285|C0155908|C0024110|C0155909|C0152450|C0042734|C0032285|C0032300"
"480_1","C0152489|C0152937|C0152938|C0524688|C0339946|C0155866|C0392054|C0275566|C0153099|C0034362|C0155858|C0519030|C0276026|C0155862|C0375324|C0348801|C0375326|C0032308|C1142536|C0695234|C0032286|C0375327|C0276089|C0854248|C0023241|C0004626|C0032302|C0339959|C0155865|C0155860|C2349529|C0032300"
"480_11","C0155862|C0032300"
"480_12","C0155860"
"480_13","C2349529|C1142536"
"480_2","C0153018|C1112452|C0032310|C0276156|C0152413|C0276333|C1260415|C0302377|C0276253|C0042734"
"480_3","C0153251|C0153257|C0339963|C0375046|C0032305|C0155867|C0155868"
"480_5","C0006285|C0155908|C0024110|C0155909|C0152450"
"481_","C0021400|C0155870|C0021414|C0155871|C2712970|C2712881|C2921085|C2921090|C2887385|C3161430|C3161333|C3161334|C2887395|C3161093|C3161094|C3161095"
"483_","C0010380|C0155820|C0149514|C0001311|C0348799|C0375319"
"495_","C0004096|C0155877|C0155878|C0155880|C0155881|C1260416|C0694548|C0155886|C0155883|C0375333|C0375334|C1176341|C0155879|C1176339|C0155882|C1176340|C0015263|C0038218|C1176342"
"495_1","C0155883|C0375333|C0375334|C1176341"
"495_11","C0375334|C1176341"
"495_2","C0155879|C1176339|C0155882|C1176340|C0015263|C0038218|C1176342"
"496_","C0302378|C0034067|C0152242|C0029607|C0008677|C0155872|C0155873|C0029544|C0155874|C0155875|C0155876|C1456131|C0006267|C0878695|C0878696|C0013990|C0024117"
"496_1","C0034067|C0152242|C0029607|C0013990"
"496_2","C0008677|C0155872|C0155873|C0029544|C0155874|C0155875|C0155876|C1456131"
"496_21","C0155874|C0155875|C0155876|C1456131"
"496_3","C0006267|C0878695|C0878696"
"497_","C0006277"
"498_","C0741804"
"499_","C0010674|C0010676|C0546982|C0348815|C1135187|C0494350"
"500_","C0155893|C0155894|C0155895|C0155896|C0155897|C0155898|C0041881|C0155899|C0494675|C0155900|C0155901|C0155902|C0155903|C3161096|C0155904|C0155905|C0002390|C0015634|C0004681|C0005592|C0152108|C0155888|C0155889|C0155890|C0155891|C0155892|C0032318|C0003165|C0003949|C0037116|C0032274|C0032273|C0340139"
"500_1","C0002390|C0015634|C0004681|C0005592|C0152108|C0155888|C0155889|C0155890|C0155891|C0155892|C0032318"
"500_2","C0003165|C0003949|C0037116|C0032274|C0032273"
"501_","C0260334"
"502_","C0175999"
"503_","C0155910"
"504_","C0859814|C0034050|C0020807|C0155912|C0751674|C3161104|C3161105|C3161106|C3161107|C3161108|C3161109|C0155913|C0155914|C2350236|C3161100|C3161101|C3161102|C1279945|C0238378|C3161103|C0242770|C0085786|C1800706"
"504_1","C2350236|C3161100|C3161101|C3161102|C1279945|C0238378|C3161103|C0242770|C0085786|C1800706"
"505_","C0034068|C0155919"
"506_","C0014009|C0740253|C0730032|C3161433|C0155907|C0375336|C3161097|C3161434|C1868193|C3161098|C0264557|C3161099|C0348708|C0032326|C0029850|C0810297"
"507_","C0032231|C0032232|C0155906|C0029799|C2349532|C0032227|C0497354"
"508_","C0004144|C1370824|C0155918|C0013994|C0810296"
"509_","C0742343|C0264490|C0264492|C0264491|C0302379|C0034076|C3161110|C3161111|C3161112|C0162297|C1321831|C1455974|C1455975|C1561673|C1561674|C2363337|C0003578|C1145670|C0035229"
"509_1","C0264490|C0264492|C0264491|C1145670"
"509_2","C0302379|C0035229"
"509_3","C0034076|C3161110|C3161111|C3161112"
"509_5","C0162297|C0003578"
"509_8","C1321831|C1455974|C1455975|C1561673|C1561674|C2363337"
"510_","C0155915|C0155917|C0348712|C0029579"
"510_2","C0161801|C0392098"
"512_","C0029582|C0043144|C0423729|C0159056|C0013404|C0010200|C0029601"
"512_1","C0043144"
"512_2","C0423729"
"512_3","C0159056"
"512_7","C0013404"
"512_8","C0010200"
"512_9","C0029601"
"513_","C0159053|C1260922|C0031880|C0010520|C0003578|C0008039|C0085619|C0020578|C0231835|C0152097|C0019521|C0231796|C0398353"
"513_3","C0031880|C0010520|C0003578|C0008039|C0085619|C0398353"
"513_31","C0003578|C0008039"
"513_32","C0085619"
"513_4","C0020578|C0231835"
"513_8","C0152097|C0019521"
"514_","C0476365|C3161126"
"514_1","C0476405"
"514_2","C2350019"
"516_","C0159054|C0019079|C2921130|C2921131"
"516_1","C0019079|C2921130|C2921131"
"519_","C0035204|C0729250|C1701940|C2349769|C0869452|C0260470|C2921392|C0476271|C0159055|C0159057|C0161818"
"519_1","C0155921|C0695237|C0695238"
"519_2","C0729250|C1701940|C2349769|C0161818"
"519_8","C0869452|C0260470|C0035204|C2921392"
"519_9","C0476271|C0159055|C0159057"
"520_","C0155922|C0026618|C0039437|C0155924|C0399352|C0040457|C0000770|C0494698|C0868848|C0012767|C0868847|C2030717"
"520_1","C0399352|C0040457|C0000770|C0494698|C0868848|C0868847|C2030717"
"520_2","C0012767"
"521_","C0155926|C1456170|C0029770|C0010261|C0011334|C0266853|C0266846|C0949128|C0266848|C0341004|C1456144|C1456145|C0162644|C0348719|C1456153|C1456147|C1456148|C1456149|C1456150|C1456151|C1456152|C0040428|C1302752|C1456155|C1456156|C1456157|C1456158|C1456159|C0040436|C1456160|C1456161|C1456162|C1456163|C1456164|C1456165|C0040451|C1456166|C1456167|C1456168|C1456169|C0020441|C0155930"
"521_1","C0011334|C0266853|C0266846|C0949128|C0266848|C0341004|C1456144|C1456145|C0162644|C0348719"
"521_2","C1456153|C1456147|C1456148|C1456149|C1456150|C1456151|C1456152|C0040428|C1302752|C1456155|C1456156|C1456157|C1456158|C1456159|C0040436|C1456160|C1456161|C1456162|C1456163|C1456164|C1456165"
"521_4","C0040451|C1456166|C1456167|C1456168|C1456169|C0020441|C0155930"
"522_","C0155933|C0399408|C0034543|C0155935|C0034103|C0011407|C0034100|C0399424|C0266909|C0031024"
"522_1","C0034103|C0011407|C0034100"
"522_5","C0399424|C0266909|C0031024"
"523_","C0155936|C0011346|C0029821|C0155937|C1719490|C1719491|C0008684|C1719717|C1719492|C0017572|C1456171|C1456172|C1456173|C0266916|C0266915|C0600298|C0155934|C0001342|C1719493|C1719494|C1719495|C0266929|C1719497|C1719498|C0392492|C0031106|C0017574"
"523_1","C0155937|C1719490|C1719491|C0008684|C1719717|C1719492|C0017572|C1456171|C1456172|C1456173|C0266916|C0266915|C0017574"
"523_3","C0600298|C0155934|C0001342|C1719493|C1719494|C1719495|C0266929|C1719497|C1719498|C0392492|C0031106"
"523_31","C0155934|C0001342|C1719493|C1719494|C1719495|C0266929|C1719497|C1719498"
"523_32","C0392492|C0266929"
"524_","C0155938|C0266932|C0521590|C1456203|C1291056|C1456205|C1719505|C1456207|C1456208|C0375346|C0375347|C0375348|C0375349|C0375350|C1456214|C1456216|C0375351|C0155946|C1456217|C1456218|C0155947|C0155939|C0399523|C0024638|C0399526|C1456180|C1456181|C1456182|C1456183|C1456186|C1456189|C1456201|C0155940|C0040433|C1456191|C1456192|C1456194|C0266071|C1456197|C1456198|C1456200|C0024636"
"524_3","C0155939|C0399523|C0024638|C0399526|C1456180|C1456181|C1456182|C1456183|C1456186|C1456189|C1456201|C0155940|C0040433|C1456191|C1456192|C1456194|C0266071|C1456197|C1456198|C1456200|C0024636"
"525_","C0155948|C0155949|C0949130|C0155952|C1719519|C1719507|C1290744|C1719510|C1719512|C1719513|C1719514|C1719719|C1719517|C1719518|C1955812|C2711774|C1955799|C1955807|C1955810|C0029790|C1704330|C1168590|C0949129|C0949131|C0949132|C0949133|C1561613|C1561614|C1561615|C1561616|C1561617|C1561619|C1561620|C1561621|C1561622|C1561623|C0155951|C1456219|C1456221|C1456222|C1456223|C1456224|C1456225|C1456226"
"525_1","C1168590|C0949129|C0949131|C0949132|C0949133|C1561613|C1561614|C1561615|C1561616|C1561617|C1561619|C1561620|C1561621|C1561622|C1561623"
"525_2","C0155951|C1456219|C1456221|C1456222|C1456223|C1456224|C1456225|C1456226"
"526_","C0022362|C0162375|C1719524|C1719521|C1719522|C1719523|C1719713|C0236000|C2939144|C0341039|C0029569|C0024508|C0240309|C0302501|C0240310|C0240295|C0341029|C0341030|C1456175|C0375340|C0003110|C0399519|C0375343|C0375344|C0266933|C0039494|C0685925|C1456213|C0155945|C0155942|C0155943|C0155954|C0013240|C0155955|C0029772"
"526_1","C2939144|C0341039|C0029569"
"526_3","C0024508|C0240309|C0302501|C0240310|C0240295|C0341029|C0341030|C1456175|C0375340|C0003110|C0399519|C0375343|C0375344|C0266933"
"526_4","C0039494|C0685925|C1456213|C0155945|C0155942|C0155943"
"526_41","C0039494"
"526_42","C0155942|C0155943"
"526_5","C0155954|C0013240"
"526_8","C0155955"
"526_9","C0029772|C0022362"
"527_","C0036093|C0155956|C0036094|C0159084|C0020569|C0037023|C0012765|C0029773"
"527_1","C0020569"
"527_2","C0037023"
"527_7","C0012765"
"527_8","C0029773"
"528_","C0155958|C0028271|C0155961|C0029171|C0029498|C1719714|C1719528|C0038363|C0155957|C0007643|C0155959|C0026686|C0023760|C1112530|C1456227|C1456228|C0036091|C0023532"
"528_1","C1719714|C1719528|C0038363"
"528_11","C1719528"
"528_12","C0038363"
"528_3","C0155957|C0007643"
"528_4","C0155959|C0026686"
"528_41","C0026686"
"528_5","C0023760"
"528_6","C1112530|C1456227|C1456228|C0023532"
"528_7","C0036091"
"529_","C0155962|C0392494|C0155964|C0040412|C0155965|C0040409|C0017675|C0017677|C0155963|C0017672"
"529_1","C0017675|C0017677|C0155963"
"529_6","C0017672"
"530_","C0014852|C0014860|C0348727|C0267095|C0040588|C0014868|C0149882|C0375352|C0017168|C0151970|C1260417|C0236127|C0004763|C0014869|C0341106|C0155789|C0267092|C0155791|C0155792|C0155793|C0239293|C0014866|C0014848|C0014858|C0155966|C0024633"
"530_1","C0014868|C0149882|C0375352|C0017168|C0151970|C1260417|C0236127|C0004763|C0014869|C0341106"
"530_11","C0017168"
"530_12","C0151970|C1260417|C0236127"
"530_13","C0004763"
"530_14","C0014869"
"530_15","C0341106"
"530_2","C0155789|C0267092|C0155791|C0155792|C0155793|C0239293"
"530_3","C0014866"
"530_5","C0014848|C0014858"
"530_6","C0155966"
"530_7","C0024633"
"530_9","C0018834"
"531_","C0038358|C0013295|C0030920|C1384631|C0155967|C0155968|C0155969|C0155973|C0267123|C0155975|C0155979|C0155980|C0155981|C0494723|C0155986|C0155987|C0155992|C0155993|C0155994|C0155998|C0155999|C0156000|C0156004|C0156005|C0156006|C0494726|C0156011|C0156012|C0267288|C0156019|C0267294|C0156024|C0156025|C0494730|C0156029|C0156030|C0494732|C0156035|C0156036|C0156042|C0156043|C0156044|C0156048|C0156049|C0156050|C0156054|C0156055|C0156056|C0494735|C0156061|C0156062|C0155970|C0155971|C0155972|C0267124|C0267125|C0155978|C0155982|C0155983|C0155984|C0267136|C0155989|C0267138|C0400806|C0155991|C0155995|C0267262|C0155997|C0156001|C0156002|C0156003|C0391983|C0156008|C0156009|C0267282|C0156014|C0156015|C0391984|C0489962|C0156016|C0267291|C1442967|C0156022|C0392499|C0267298|C0494731|C0156032|C0156033|C1279396|C1961834|C0156039|C0030923|C0030924|C0156040|C0375803|C0156045|C0156046|C0156047|C0392501|C0267326|C0156053|C0156057|C0156058|C0156059|C0392502|C0267347|C0156065|C0494736|C0156067|C0156068|C0024799|C0810316"
"531_1","C0155967|C0155968|C0155969|C0155973|C0267123|C0155975|C0155979|C0155980|C0155981|C0494723|C0155986|C0155987|C0155992|C0155993|C0155994|C0155998|C0155999|C0156000|C0156004|C0156005|C0156006|C0494726|C0156011|C0156012|C0267288|C0156019|C0267294|C0156024|C0156025|C0494730|C0156029|C0156030|C0494732|C0156035|C0156036|C0156042|C0156043|C0156044|C0156048|C0156049|C0156050|C0156054|C0156055|C0156056|C0494735|C0156061|C0156062|C0810316"
"531_2","C0155970|C0155971|C0155972|C0267124|C0267125|C0155978|C0155982|C0155983|C0155984|C0267136|C0155989|C0267138|C0400806|C0155991|C0038358"
"531_3","C0155995|C0267262|C0155997|C0156001|C0156002|C0156003|C0391983|C0156008|C0156009|C0267282|C0156014|C0156015|C0391984|C0489962|C0156016|C0013295"
"531_4","C0267291|C1442967|C0156022|C0392499|C0267298|C0156024|C0494731|C0156032|C0156033|C1279396|C1961834|C0156039|C0030923|C0030924|C0156040|C0375803|C0030920"
"531_5","C0156045|C0156046|C0156047|C0392501|C0267326|C0156053|C0156057|C0156058|C0156059|C0392502|C0267347|C0156065|C0494736|C0156067|C0156068|C0024799"
"532_","C0011168|C2315800|C0267071|C1955516|C1955517|C1955518"
"535_","C0267166|C0149518|C0156070|C2243087|C0017154|C0156072|C0156073|C0013298|C0156083|C0341245|C0017155|C0156074|C0156075|C0029800|C0156079|C0156080|C0267154|C2349565|C2349566|C0041841|C0156081|C0156082"
"535_1","C0149518|C0156070|C2243087"
"535_2","C0017154|C0156072|C0156073"
"535_6","C0013298|C0156083|C0341245"
"535_8","C0017155|C0156074|C0156075|C0029800|C0156079|C0156080|C0267154|C2349565|C2349566"
"535_9","C0041841|C0156081|C0156082"
"536_","C0156084|C0001075|C0149823|C0152020|C0587245|C0695240|C0695241|C0695243|C0013396"
"536_3","C0152020"
"536_7","C0587245|C0695240|C0695241|C0695243"
"536_8","C0013396"
"537_","C0156086|C0700588|C0038355|C0156087|C0029679|C0267180|C0156088|C0267183|C0348731|C0152163|C0494741|C1719532|C0156090|C0156091|C1135229"
"537_1","C0156090|C0156091|C1135229"
"539_","C3161113|C3161114|C3161115|C3161116|C0032763|C1719576|C1719571|C1719572|C1719573|C1719574|C1719575|C1719686|C2910897"
"540_","C0085693|C0156098|C1384587|C0003615|C0156095|C0156092|C0156093|C0156094"
"540_1","C0003615|C0156095|C0156092|C0156093|C0156094|C0085693"
"540_11","C0156092|C0156093|C0156094|C0085693"
"550_","C0156113|C0156125|C0267667|C0156127|C0156139|C0156140|C0156141|C0019275|C0019294|C0156099|C0156100|C0156101|C0375354|C0156103|C0156104|C0554123|C0156106|C0401080|C0554121|C0021447|C0156109|C0156110|C0156111|C0156112|C0156124|C0700510|C0494752|C0156114|C0156115|C0156116|C0156117|C0156118|C0156128|C0156129|C0156130|C0156131|C0156132|C0520569|C0041688|C0156142|C0156143|C0156144|C0156119|C0156133|C0041636|C0156120|C0156123|C1532669|C0156137|C0042505|C0041893|C0029870|C0156122|C1442980|C0156145|C0156136|C0178282|C0019284|C0019288|C0019322|C0019326"
"550_1","C0019294|C0156099|C0156100|C0156101|C0375354|C0156103|C0156104|C0554123|C0156106|C0401080|C0554121|C0021447|C0156109|C0156110|C0156111|C0156112"
"550_2","C0156124|C0700510|C0494752|C0019284"
"550_3","C0156114|C0156115|C0156116|C0156117|C0156118|C0156128|C0156129|C0156130|C0156131|C0156132|C0520569|C0041688|C0156142|C0156143|C0156144|C0019288"
"550_4","C0156119|C0156133|C0041636|C0019322"
"550_5","C0156120|C0156123|C1532669|C0156137|C0042505|C0041893|C0029870|C0019326"
"550_6","C0156122|C1442980|C0156145|C0156136"
"555_","C0678202|C0156146|C0156147|C0267383|C0009324|C0267390|C0267392|C0348737|C0267388|C0267389|C2937222|C0375359|C0375360|C0010346"
"555_1","C0156146|C0156147|C0267383|C0678202|C0010346"
"555_2","C0009324|C0267390|C0267392|C0348737|C0267388|C0267389|C2937222|C0375359|C0375360"
"555_21","C0267388|C0267389|C2937222|C0375359|C0375360"
"556_","C0400832|C0151971|C2183395|C0267367|C0156188"
"556_1","C0151971|C2183395|C0267367|C0156188"
"556_11","C0267367|C0156188"
"557_","C0024523|C0005750|C0029809"
"557_1","C0007570|C0038054"
"558_","C0029512|C2349567|C1262481|C0267448|C0267418"
"559_","C0260684|C0260762"
"560_","C0021844|C0030446|C0392503|C0015734|C0029640|C0156158|C0021933|C0042961|C0156156|C0156157|C0021843|C0810310|C0348741"
"560_1","C0030446"
"560_2","C0392503|C0015734|C0029640"
"560_3","C0156158|C0810310"
"560_4","C0021933|C0042961|C0156156|C0156157|C0021843|C0348741"
"561_","C0159059|C0159060|C0015732|C2921132|C0239167|C0475363|C2921134|C0159061|C0011991|C0016205|C0159058|C0016204"
"561_1","C0011991"
"561_2","C0016205|C0016204"
"562_","C1510475|C0267498|C0012811|C0156162|C0156164|C0156166|C0156168|C0156163|C0156165|C0156167|C0156169|C0810029|C0012813"
"562_1","C0156162|C0156164|C0156166|C0156168|C1510475"
"562_2","C0156163|C0156165|C0156167|C0156169|C0012813"
"563_","C0009806|C0729262|C0949134|C0949135"
"564_","C0156084|C0302382|C0156173|C0235904|C0494776|C0695242|C0341089|C0016807|C0260708|C0022104|C0159090|C0159092|C0260471|C0740089|C0375805"
"564_1","C0022104"
"564_8","C0159090|C0159092"
"564_9","C0260471|C0740089|C0375805"
"565_","C0152167|C0156175|C0016167|C0205929|C0267567|C0034888|C0156183|C0348742|C0002758|C1955814|C1168197|C0002753|C0149889|C0740266"
"565_1","C0002753"
"567_","C0152953|C1561637|C0156177|C0156178|C0156179|C0267751|C0267756|C0275551|C0920049|C1561633|C1561634|C0029823|C1561635|C0267770|C0031154|C0156185"
"568_","C0156180|C0029786|C0019066|C0031144|C0031142|C0375362"
"568_1","C0375362"
"569_","C0156182|C0348743|C0016171|C0021845|C2712739|C0021831|C0156154|C0156171|C0156172|C0156186|C2712967|C0376620|C2712860|C0029515|C1455907|C0161819"
"569_1","C0156154"
"569_2","C0156171|C0156172|C0156186|C2712967|C0376620|C2712860|C0029515|C1455907|C0161819"
"571_","C0156189|C0029546|C0687718|C0008827|C0023892|C0156191|C0023885|C0156192|C0019151|C0019212|C0156193|C0020541|C0008312"
"571_5","C0029546|C0687718|C0008827"
"571_51","C0008827"
"571_6","C0023892|C0008312"
"571_8","C0156191|C0023885|C0156192|C0019151|C0019212|C0156193|C0020541"
"571_81","C0020541"
"572_","C0003962|C1955521"
"573_","C0156194|C0151731|C0600452|C0348751|C0023895|C0156195"
"573_1","C0156195"
"573_2","C1261282|C0023908"
"573_3","C0019209"
"573_4","C0001308"
"573_5","C0476232"
"573_6","C0159071"
"573_7","C0151766"
"573_9","C0159072|C0495710"
"574_","C0008350|C0006741|C0006742|C0156205|C0156199|C0400985|C0156201|C0156202|C0156203|C0156204|C0156206|C0156207|C0156208|C0156209|C0156210|C0156211|C0006739|C0156212|C0489966|C0375365|C0375366|C0375367|C0375368|C0375369|C0375370|C0375371|C0375372|C0375373|C0375374|C0375375|C0375376|C0149520|C0029539|C0008325|C0085694|C0302472|C0810311|C0810313"
"574_1","C0006741|C0006742|C0156205|C0156199|C0400985|C0156201|C0156202|C0156203|C0156204|C0008350|C0810311"
"574_11","C0156199|C0400985|C0156201"
"574_12","C0156202|C0156203|C0156204|C0810311"
"574_2","C0156206|C0156207|C0156208|C0156209|C0156210|C0156211|C0006739|C0156212|C0489966|C0375365|C0375366|C0375367|C0375368|C0375369|C0375370|C0375371|C0375372|C0375373|C0375374|C0375375|C0375376"
"574_3","C0149520|C0029539|C0008325|C0085694|C0302472|C0810313"
"575_","C0156213|C0008311|C0008370|C0152456|C0156214|C0152445|C0156215|C0156216|C0348758|C0016977|C0156217|C0152099|C0156218|C0005417|C0152168|C0348759|C0005424|C0159089"
"575_1","C0008311"
"575_2","C0008370"
"575_6","C0152456"
"575_7","C0156214|C0152445|C0156215|C0156216|C0348758|C0016977|C0156213"
"575_8","C0156217|C0152099|C0156218|C0005417|C0152168|C0348759|C0005424"
"575_9","C0159089"
"577_","C0030286|C0029771|C0152166|C0001339|C0149521|C0010623"
"577_1","C0001339"
"577_2","C0149521"
"577_3","C0010623"
"578_","C0017181|C0018926|C1321898|C0019081|C0018932"
"578_1","C0018926"
"578_2","C1321898|C0018932"
"578_8","C0019081"
"578_9","C0017181"
"579_","C0159058|C0159065|C0476310|C0375556|C0375557|C0375558|C0375559|C0375560|C0375561|C0375562|C0375563|C0375564|C0159066|C0375565|C2585165|C2585545|C2585546|C2127287|C0375570|C0375571|C0375572|C0038002"
"579_2","C0038002"
"579_8","C0162287|C0476346"
"580_","C0156221|C0027726|C0027698|C0152451|C0341692|C0156223|C0156227|C0156229|C0156231|C0008685|C0341694|C0156236|C0027700|C0156237|C0156228|C1704321|C0008686|C0027701|C0156224|C0156225|C0156226|C0156233|C0156234|C0156235|C0027729|C0156230|C0027730|C2921393|C0156238|C0027699|C0156239|C0027702|C0027703|C0027719|C0810034|C0017658|C0235618"
"580_1","C0152451|C0341692|C0156223|C0156227|C0156229|C0156231|C0008685|C0341694|C0156236|C0027700|C0156237|C0156228|C1704321|C0008686|C0027701|C0156224|C0156225|C0156226|C0156233|C0156234|C0156235|C0017658|C0235618|C0156221"
"580_11","C0341692|C0156223|C0156227|C0156229|C0156231|C0008685|C0341694|C0156236|C0027700|C0156237|C0235618"
"580_12","C0156228|C1704321|C0008686|C0027701"
"580_13","C0156224|C0156225|C0156226|C0156221"
"580_14","C0156233|C0156234|C0156235|C0152451"
"580_2","C0027729|C0156230|C0027730|C2921393"
"580_3","C0156238|C0027699|C0156239|C0027702|C0027703"
"580_31","C0027699"
"580_32","C0156239|C0027702|C0027703"
"580_4","C0027719"
"585_","C0022660|C2712977|C2712983|C2712745|C2712988|C0035078|C1561643|C0878709|C0161791|C0261514|C0481233|C0261536|C0261556|C0261589|C0260694|C0481496|C2349872|C0375864|C0260771|C2910939|C2910940|C0878731|C0878732|C0478581|C1561642|C0022661|C1561640|C1561641|C1561638|C1561639|C2902951|C0495057|C0001355"
"585_1","C2712977|C2712983|C2712745|C2712988|C0022660|C2902951|C0495057|C0001355"
"585_2","C0035078"
"585_3","C1561643|C0878709|C0161791|C0261514|C0481233|C0261536|C0261556|C0261589|C0260694|C0481496|C2349872|C0375864|C0260771|C2910939|C2910940|C0878731|C0878732|C0478581|C1561642|C0022661|C1561640|C1561641"
