"PheCode","CUI"
"278_1","C0028754|C1719644|C1561728|C2911051|C2911052|C2911053|C2911054|C2911055|C2911066|C0028756|C2911056|C2911057|C2911058|C2911059|C2911060|C1561729|C2921312|C2921313|C2921314|C2921315|C2921316"
"278_11","C0028756|C2911056|C2911057|C2911058|C2911059|C2911060|C1561729|C2921312|C2921313|C2921314|C2921315|C2921316"
"278_3","C0154270"
"278_4","C0332544"
"279_","C0041806|C1533651|C1608262|C0012236|C0043194|C0152094|C0154282|C0494261|C0021051|C0522274|C0086438|C2931161|C0154275|C0154276|C1457897|C0740331|C0009447|C0687719|C1328840|C0398672"
"279_1","C1533651|C1608262|C0012236|C0043194|C0152094|C0154282|C0494261|C0021051|C0522274|C0086438|C2931161|C0154275|C0154276|C1457897|C0740331|C0009447"
"279_11","C0522274|C0086438|C2931161|C0154275|C0154276|C1457897|C0740331|C0009447"
"279_2","C0687719|C1328840"
"279_7","C0375580|C1719651"
"279_8","C0398672"
"280_","C0162316|C0154287|C0029810|C0154286"
"280_1","C0154287|C0029810|C0162316"
"280_2","C0154286"
"281_","C0154288|C0154290|C0154291|C0302367|C0002892|C0154289|C0151482|C0041782|C0002888"
"281_1","C0302367|C0002892|C0154289|C0151482|C0002888"
"281_11","C0002892"
"281_12","C0154289"
"281_13","C0151482"
"281_9","C0041782"
"282_","C0002881|C1260393|C1260395|C0037054|C0002895|C0272078|C0238425|C0019034|C1260398|C1260401|C1260673|C0039730|C0002312|C0005283|C0271985|C0085578|C0472777|C0477306|C0029632|C0037889|C0013902|C0002899|C0154292|C0154296|C0494230"
"282_5","C1260393|C1260395|C0037054|C0002895|C0272078|C0238425|C0019034|C1260398|C1260401|C1260673"
"282_8","C0039730|C0002312|C0005283|C0271985|C0085578|C0472777|C0477306|C0029632"
"282_9","C0037889|C0013902|C0002899|C0154292|C0154296|C0002881|C0494230"
"283_","C0002879|C0002880|C0028283|C0375155|C0019061"
"283_1","C0002880"
"283_2","C0028283|C0375155|C0019061"
"283_21","C0019061"
"284_","C1719323|C0029745|C0865240|C1955746|C0002874|C0030312|C3161073|C3161074|C3161075|C0702159|C1719319|C1719322|C0015625"
"284_1","C0030312|C3161073|C3161074|C3161075"
"284_2","C0702159|C1719319|C1719322|C0015625"
"285_","C0302112|C0472702|C0029744|C0002871|C0154298|C0002873|C1719324|C1561828|C0475534|C2712646|C0002896"
"285_1","C0154298"
"285_2","C0002873|C1719324|C1561828|C0475534|C2712646"
"285_21","C1561828"
"285_22","C0475534|C2712646"
"285_3","C0002896"
"285_8","C0019049|C0019048"
"286_","C0005779|C0008533|C0015523|C0042974|C0009699|C0019069|C0001169|C3161375|C1096116|C3161076|C3161077|C0012739|C0029496|C1456282|C1260404|C0375576|C0398623"
"286_1","C0008533|C0015523|C0042974|C0009699|C0019069"
"286_11","C0042974"
"286_12","C0009699"
"286_13","C0019069"
"286_2","C2911178"
"286_3","C1719585|C1719580|C1719581|C1719582|C1719583|C1719584|C0157403|C0157401|C0157402"
"286_4","C0001169"
"286_5","C3161375|C1096116|C3161076|C3161077"
"286_6","C0012739"
"286_7","C0029496"
"286_8","C1456282|C1260404|C0398623"
"286_81","C1260404"
"286_9","C0375576"
"287_","C0154300|C0029678|C0029804|C0019087|C0034152|C0040034|C0701157|C1561830|C0398650|C0272126|C1561831|C0477317|C0154301|C0398648|C2921026|C0235604|C0043117"
"287_1","C0159039"
"287_2","C0034152"
"287_3","C0040034|C0701157|C1561830|C0398650|C0272126|C1561831|C0477317|C0154301|C0398648|C2921026|C0043117"
"287_31","C0701157|C1561830|C0398650|C0272126|C1561831|C0477317|C0043117"
"287_32","C0154301|C0398648|C2921026"
"287_4","C0235604"
"288_","C0023510|C0016808|C0017377|C0024291|C0477318|C0398580|C0750426|C0023518|C1719337|C0023501|C1719340|C0085663|C0702266|C0741439|C1719341|C0014457"
"288_1","C0750394|C0023530|C0024312|C1719330|C0027947|C0340970|C0221023|C0272178|C0272181|C2873812|C0001824"
"288_11","C0027947|C0340970|C0221023|C0272178|C0272181|C2873812|C0001824"
"288_2","C0750426|C0023518|C1719337|C0023501|C1719340|C0085663|C0702266|C0741439|C1719341"
"288_3","C0014457"
"289_","C0451639|C0029768|C0018939|C0026987|C0260467|C0152264|C0025637|C0391870|C0878707|C0878708|C0001815"
"289_1","C0026987|C0001815"
"289_3","C0260467"
"289_4","C0154304|C0025469|C0024207|C0157705|C0497156|C0024205"
"289_5","C0020532|C0154305|C0037997|C0398661|C1260402"
"289_8","C1318533"
"289_9","C0152264|C0025637|C0391870|C0878707|C0878708"
"290_","C0497327|C0154319|C1457889|C0154336|C0002625|C0036654|C0011265|C0677545|C0154309|C0154310|C0338629|C0338632|C0878691|C0878692|C3161078|C3161079|C0002395|C0338451|C0236642|C1260406|C0154669|C0752347|C0011268|C0859643|C1269750|C0338631|C0154315|C0011269|C0236650|C0236651|C0236652|C0236653|C0001957|C0154326|C1456296|C0154333"
"290_1","C0011265|C0677545|C0154309|C0154310|C0338629|C0338632|C0878691|C0878692|C0497327|C3161078|C3161079|C0002395|C0338451|C0236642|C1260406|C0154669|C0752347|C0011268|C0859643|C1269750|C0338631|C0154315|C0011269|C0236650|C0236651|C0236652|C0236653"
"290_11","C0002395"
"290_12","C0338451|C0236642|C1260406|C0154669|C0752347"
"290_13","C0011268|C0859643|C1269750|C0338631|C0154315|C0002395"
"290_16","C0011269|C0236650|C0236651|C0236652|C0236653"
"290_2","C0001957|C0154326|C1456296|C0154333"
"290_3","C0154338|C1456428|C1456323"
"291_","C1456303|C1456301|C0154334|C1456302|C1456324|C0549117|C0546983|C0154598|C2316460|C0041862|C0234428|C0221540"
"291_1","C1456301|C0154334|C1456302|C1456303"
"291_4","C1456324|C0549117|C0546983|C0154598|C2316460|C0041862"
"291_8","C0234428|C0221540"
"292_","C0840927|C2921136|C2921138|C2921139|C2921140|C2921141|C0478144|C0013362|C2921127|C2712367|C2921137|C0003537|C0478145|C0159047|C0002019|C1719378|C0751295|C0278061|C0221539|C0018524|C0002622|C0027765|C1270972"
"292_1","C0478144|C0013362|C2921127|C2712367|C2921137|C0003537|C0478145|C0159047|C0002019"
"292_11","C0003537"
"292_12","C0478145|C0159047|C0002019"
"292_2","C1719378|C1270972"
"292_3","C0751295|C0002622"
"292_4","C0278061"
"292_5","C0221539"
"292_6","C0018524"
"293_","C0476247|C0029855"
"293_1","C0159045"
"295_","C0036341|C0036358|C0152124|C0221520|C0154339|C0154340|C0154341|C0154342|C0154343|C0036347|C0375157|C0154344|C0154345|C0154346|C0154347|C0270395|C0036344|C0375158|C0154349|C0154350|C0154351|C0154352|C0270390|C0036349|C0154354|C0270398|C0154356|C0154357|C0154358|C0813173|C0154360|C0154361|C0154362|C0154363|C0154364|C0023105|C0338810|C0338811|C0154367|C0154368|C0154369|C0036351|C0270406|C0270408|C0154372|C0154373|C0154374|C0036337|C0375162|C0154375|C0154376|C0154377|C0154378|C0154379|C0029838|C0154380|C0154381|C0154382|C0154383|C0154384|C0270381|C0270403|C0154387|C0154388|C0270384|C0260457|C1456783|C0154440|C0011251|C0030484|C0036939|C0154441|C1456786|C0152125|C0152126|C1456297|C0029226|C0154442|C0270458|C0338930|C0029516|C0033975|C0236988|C1456784"
"295_1","C0221520|C0154339|C0154340|C0154341|C0154342|C0154343|C0036347|C0375157|C0154344|C0154345|C0154346|C0154347|C0270395|C0036344|C0375158|C0154349|C0154350|C0154351|C0154352|C0270390|C0036349|C0154354|C0270398|C0154356|C0154357|C0154358|C0813173|C0154360|C0154361|C0154362|C0154363|C0154364|C0023105|C0338810|C0338811|C0154367|C0154368|C0154369|C0036351|C0270406|C0270408|C0154372|C0154373|C0154374|C0036337|C0375162|C0154375|C0154376|C0154377|C0154378|C0154379|C0029838|C0154380|C0154381|C0154382|C0154383|C0154384|C0036341|C0270381|C0270403|C0154387|C0154388|C0270384|C0260457"
"295_2","C1456783|C0154440|C0011251|C0030484|C0036939|C0154441|C1456786|C0152125|C0152126|C1456784"
"295_3","C1456297|C0029226|C0154442|C0270458|C0338930|C0029516|C0033975"
"296_","C1456298|C1456434|C1456311|C1456310|C0260458|C0236756|C0154390|C0154391|C0154392|C0154393|C0338843|C0338844|C0338832|C0375164|C0154397|C0154398|C0154399|C0154400|C0338838|C0338839|C1456304|C0024713|C0154417|C0154418|C0154419|C0154420|C0154421|C0154422|C1456305|C0236773|C0154424|C0154425|C0154426|C0154427|C0154428|C0154429|C1456306|C0236780|C2874891|C2874892|C0154432|C0154433|C0154434|C0270434|C1456307|C1456309|C0005586|C0154436|C0154437|C1456308|C0154403|C0154410|C0868892|C0024517|C0154404|C0154405|C0154406|C0338886|C0154408|C0154409|C0154411|C0154412|C0154413|C0338893|C0154415|C0855233|C0012706|C0525045|C0011570|C0041696"
"296_1","C0236756|C0154390|C0154391|C0154392|C0154393|C0338843|C0338844|C0338832|C0375164|C0154397|C0154398|C0154399|C0154400|C0338838|C0338839|C1456304|C0024713|C0154417|C0154418|C0154419|C0154420|C0154421|C0154422|C1456305|C0236773|C0154424|C0154425|C0154426|C0154427|C0154428|C0154429|C1456306|C0236780|C2874891|C2874892|C0154432|C0154433|C0154434|C0270434|C1456307|C1456309|C0005586|C0154436|C0154437|C1456308|C0855233"
"296_2","C0154403|C0154410|C0868892|C0024517|C0154404|C0154405|C0154406|C0338886|C0154408|C0154409|C0154411|C0154412|C0154413|C0338893|C0154415|C0012706|C0011570|C0041696"
"296_22","C0024517|C0154404|C0154405|C0154406|C0338886|C0154408|C0154409|C0154411|C0154412|C0154413|C0338893|C0154415|C0041696"
"297_","C0490044|C0262067|C0262068|C0262069|C0262070|C0262071|C0262072|C0262073|C0262088|C0262080|C0262081|C0332691|C0262083|C0262084|C0262085|C0262086|C0262087|C0262089|C0481360|C0424000|C0261951|C0261952|C0261953|C0261954|C0261955|C0261956|C0261957|C0261958|C0261959|C0261960|C0261961|C0261962|C0261963|C0261964|C0261965|C0261966|C0261967|C0261968|C0261969|C0261970|C0261971|C0261972|C0261973|C0490061|C0490062|C0558960|C0490043|C0261977|C0261978|C0261979|C0261980|C0261981|C0261982|C0490036|C1135315|C0375754|C0261983|C0261984|C0261985|C0546831|C0261987|C0261988|C0261989|C0261990|C0261991|C0261992|C0261993|C0261994|C0261995|C0261996|C0261997|C0261974|C0038662|C0481358"
"297_1","C0424000"
"297_2","C0261951|C0261952|C0261953|C0261954|C0261955|C0261956|C0261957|C0261958|C0261959|C0261960|C0261961|C0261962|C0261963|C0261964|C0261965|C0261966|C0261967|C0261968|C0261969|C0261970|C0261971|C0261972|C0261973|C0490061|C0490062|C0558960|C0490043|C0261977|C0261978|C0261979|C0261980|C0261981|C0261982|C0490036|C1135315|C0375754|C0261983|C0261984|C0261985|C0546831|C0261987|C0261988|C0261989|C0261990|C0261991|C0261992|C0261993|C0261994|C0261995|C0261996|C0261997|C0261974|C0038662|C0481358"
"300_","C1456316|C0027804|C0349249|C0041857|C0154614|C0154616|C0546819|C0154618|C0020795|C0154621|C1456299|C0700613|C0154455|C0020701|C0270307|C0270549|C0236794|C0236800|C0001819|C0031572|C0349231|C1456315|C0028768|C0013415|C0236816|C0154578|C0154579|C0154580|C0029488|C0154581|C0038436|C2921273|C0029942|C0003469"
"300_1","C1456299|C0700613|C0154455|C0020701|C0270307|C0270549|C0236794|C0236800|C0001819|C0031572|C0349231|C1456315|C0029942|C0003469"
"300_11","C0270549"
"300_12","C0236794|C0236800|C0001819|C0031572"
"300_13","C0349231|C1456315"
"300_2","C0349231"
"300_3","C0028768"
"300_4","C0013415"
"300_8","C0236816|C0154578|C0154579|C0154580|C0029488|C0154581"
"300_9","C0038436|C2921273"
"301_","C0031212|C0030477|C0010598|C0154459|C0581391|C0019681|C0008682|C0029633|C0011548|C0029707|C0027402|C0004444|C0036339|C0338969|C0036363|C0009595|C0152183|C0003431|C0006012|C0030631"
"301_1","C0036339|C0338969|C0036363|C0009595"
"301_2","C0152183|C0003431|C0006012|C0030631"
"302_","C0236989|C0233880|C0152186|C0030764|C0040774|C0015269|C0040765|C0040630|C0154462|C0154463|C0154464|C0236802|C0033953|C0033038|C0154466|C0033951|C0029825|C0015957|C0042979|C0036908|C0036913|C0154467|C0042266|C0260667|C0020594|C1456318|C1456319|C0011124"
"302_1","C0020594|C1456318|C1456319|C0011124"
"303_","C1456314|C0015481|C0154456|C0154549|C0338945|C0027821|C0154551|C0154552|C0837158|C0154555|C0232857|C0154557|C0154558|C0154559|C0029824|C0041876|C0017183|C0009946|C0020604|C0037650|C0520482|C0041672|C1456322|C0152174|C1456321"
"303_1","C0236795|C0020703|C0026773|C0012746|C0683416"
"303_3","C0154549|C0338945|C0027821|C0154551|C0154552|C0837158|C0154555|C0232857|C0154557|C0154558|C0154559|C0029824|C0041876|C0017183|C0037650"
"303_31","C0017183"
"303_4","C0009946|C0020604|C0037650|C0520482|C0041672|C1456322|C0152174|C1456321"
"304_","C0040701|C0001539|C0154583|C0154584|C0154585|C0154586|C0154587|C0154588|C0154589|C0001540|C0001541|C0154592|C0154594|C0154595"
"305_2","C0029587|C0013473|C2267227|C0031873|C0154575|C0233757|C0003125|C0006370|C0013472"
"305_21","C0003125"
"306_","C0302370|C0154637|C0027849|C0260459|C0260461|C0260462|C0260498|C0375810|C0260656|C0260657|C0260658|C0455204|C0481522|C0260836|C0260852|C0302434|C0260862|C0260863|C0260864|C0260865|C0033893"
"306_1","C0156854|C0156855|C0156856|C0156857|C0156858|C0156859"
"306_9","C0033893"
"312_","C0869273|C0041665|C0375189|C0154600|C0154601|C0154602|C0154603|C0375190|C0154604|C0154605|C0154606|C0037448|C0154607|C0154608|C0154609|C0494432|C0302373|C0339005|C0375192|C0375193|C0149654|C1456327|C0868739|C0021122|C0030662|C0022734|C0016142|C0021776|C0154610|C0029588"
"312_3","C0868739|C0021122|C0030662|C0022734|C0016142|C0021776|C0154610|C0029588"
"313_","C0014394|C0014089|C0003477|C0154613|C0154615|C1456326|C0154619|C0154622|C0154623|C1263846|C0004269|C0339002|C0154627|C0154628|C0154629|C2921027|C0040188|C0040702|C0008701|C0040517|C0038273|C0524528|C0004352|C0154446|C0338984|C0236791|C0154448|C0154449|C1456313|C0154451|C0154452|C0154453|C0154454|C0038506"
"313_1","C1263846|C0004269|C0339002|C0154627|C0154628|C0154629"
"313_2","C2921027|C0040188|C0040702|C0008701|C0040517|C0038273|C0038506"
"313_3","C0524528|C0004352|C0154446|C0338984|C0236791|C0154448|C0154449|C1456313|C0154451|C0154452|C0154453|C0154454"
"315_","C0302371|C0037785|C0011757|C0154634|C0154635|C0424605|C0260658|C0920296|C0154631|C0154632|C0236826|C0236827|C1955750|C2921028|C0154633|C0260655|C3161327|C3161382|C3161328|C3161329|C3161330|C3161331|C0154638|C0026351|C0036857|C0020796|C0025362|C0023009"
"315_1","C0920296|C0002018|C1411876|C0338982|C0260654|C0023186"
"315_2","C0920296|C0154631|C0154632|C0236826|C0236827|C1955750|C2921028|C0154633|C0260655|C0023009"
"315_3","C3161327|C3161382|C3161328|C3161329|C3161330|C3161331|C0154638|C0026351|C0036857|C0020796|C0025362"
"316_","C0154330|C0152128|C0033937|C1456286|C1456732|C0152129|C0154325|C1456288|C1456289|C0338715|C1456292|C1510472|C0524662|C0154478|C0154479|C0154480|C0036552|C0375172|C0154482|C0154483|C0154484|C0600427|C0338762|C0338763|C0154487|C0006870|C0375174|C0338757|C0338758|C0154490|C0375175|C0154492|C0154493|C0154494|C0018528|C0338749|C0338750|C0154497|C0029792|C0338738|C0338739|C0154500|C0154501|C0375176|C0154502|C0154503|C0154504|C0154505|C0375177|C0154506|C0154507|C0154508|C0375178|C0154509|C0154510|C0154511|C0013146|C0006868|C0375179|C0154520|C0154521|C0154522|C0018526|C0375180|C0154523|C0154524|C0154525|C0036550|C0375181|C0154527|C0154528|C0154529|C0029095|C0375182|C0154530|C0154531|C0154532|C0009171|C0154533|C0154534|C0154535|C0154536|C0375184|C0154537|C0154538|C0154539|C0154540|C0375185|C0154541|C0154542|C0154543|C0154544|C0154545|C0154546|C0154547|C0154548|C0269685|C0156850|C0156851|C0156852|C0156853|C0161540|C0161541|C0161542|C0154762|C0038580"
"316_1","C0154762"
"317_","C1456285|C0001950|C0236658|C1456283|C0236662|C0033936|C0001973|C0394996|C0812429|C0154471|C0154472|C0154473|C0154474|C0154475|C0154476|C0154477|C0159070|C0161679|C0261437|C0261438|C0001940|C0236656|C0302369|C0236663|C0085762|C1812624|C0154515|C0154516|C0085677|C0156076|C0156077|C0156078|C0260460|C0015696|C0001306|C0023891|C1442981|C0236664"
"317_1","C0001940|C0236656|C0302369|C0236663|C0085762|C1812624|C0154515|C0154516|C0085677|C0156076|C0156077|C0156078|C0260460|C0015696|C0001306|C0023891|C1442981|C0001973"
"317_11","C0015696|C0001306|C0023891|C1442981"
"318_","C0040336|C1719563|C1719558|C1719559|C1719560|C1719561|C1719562|C0040335|C0859124"
"320_","C0152488|C0025294|C0276430|C0276431|C0338388|C0029843|C0025297|C0153014|C0153015|C0700503|C0153045|C0153092|C0153232|C0153256|C0153259|C0085437|C0025292|C0025295|C0154639|C0154640|C0154641|C0154642|C0375197|C0375198|C0154644|C0085436|C0154645|C0868783|C0795686|C0154649|C0025289|C0154651|C0154652|C0154653"
"323_","C0152957|C0038522|C0029818|C0276148|C0153017|C0019385|C0153048|C0033359|C1955630|C1955629|C0751098|C0014057|C0153064|C0153065|C0014060|C0153066|C0014053|C0348168|C0014061|C0276296|C0024025|C0014054|C0029832|C0153069|C0014078|C0153093|C0085315|C0153337|C0014058|C0477341|C1719346|C1719347|C1719348|C1719349|C1719352|C1719350|C1719351|C1719358|C1719353|C1719356|C1719361|C1719722|C1719360|C0751343|C1719364|C1719362|C2316057|C0270627|C1719403|C1719404|C1719368|C1719365|C1719367|C1719369|C0014038"
"323_2","C0270627|C1719403|C1719404"
"323_8","C1719368|C1719365|C1719367|C1719369"
"324_","C0032371|C0032372|C0152989|C0152990|C0152991|C0152992|C0152993|C0152994|C0152995|C0152996|C0152997|C0152998|C1112685|C1112686|C1112687|C0374998|C0153004|C0153005|C0153006|C2349761|C0022802|C0023524|C2349760|C0017495|C0206042|C2349759|C0153007|C0153008|C0153012|C0153013|C0362050|C0154660|C0021874|C0154661|C0154663|C0375797|C2921394|C0022336|C0376329|C2349756|C0809990"
"324_1","C0022336|C0376329|C2349756"
"325_","C0154662"
"327_","C0154564|C0154565|C0154573|C1561892|C1561891|C0037317|C1962929|C0154568|C0154569|C1561860|C1561853|C1561854|C1561855|C0751226|C1561857|C1561858|C1561859|C0917799|C0154566|C1561849|C1561850|C1561851|C0917801|C0868777|C1561852|C1561848|C0752294|C0154571|C0154572|C1561882|C0752295|C0751772|C1561883|C1561884|C1561885|C0013373|C1561844|C0877792|C1561871|C1561872|C1561873|C1561874|C1561875|C1561876|C1561877|C1561878|C1561879|C1561817|C1561890|C0751774|C0393774|C1561889|C1561818|C0035258|C1561888|C0236993|C0030508|C2231106"
"327_1","C0154568|C0154569|C1561860|C1561853|C1561854|C1561855|C0751226|C1561857|C1561858|C1561859|C0917799"
"327_3","C1561861|C1561869|C1561813|C1561815|C0037315|C0751762|C1561862|C1561864|C1561866|C1561867|C1561868|C0520679"
"327_31","C0751762|C1561862|C1561864|C1561866|C1561867|C1561868"
"327_32","C0520679"
"327_4","C0154566|C1561849|C1561850|C1561851|C0917801|C0868777|C1561852|C1561848"
"327_41","C0868777|C1561852|C1561848"
"327_5","C0752294|C0154571|C0154572|C1561882|C0752295|C0751772|C1561883|C1561884|C1561885|C0013373|C0030508"
"327_6","C1561844|C0877792|C1561871|C1561872|C1561873|C1561874|C1561875|C1561876|C1561877|C1561878|C1561879|C1561817"
"327_7","C1561890|C0751774|C0393774|C1561889|C1561818|C0035258|C1561888|C2231106"
"327_71","C0035258"
"327_72","C1561888"
"331_","C0154664|C0023520|C0007788|C0154665|C0154666|C0029753|C0154667|C0154668|C0393570|C0393647|C0035400|C0009451|C0549423|C1955760|C0154671|C0020255"
"331_1","C0009451|C0549423|C1955760|C0020255"
"331_9","C0154671"
"332_","C0030567"
"333_","C0154678|C0477355|C0085292|C0375200|C1961111|C0027066|C0702141|C0020179|C0029542|C0013423|C1719382|C0270742|C0393596|C1719381|C0154675|C0005747|C0152115|C0152116|C0154676|C1719383|C0154677|C0029571|C0014887|C0270736"
"333_1","C1961111|C0014887|C0270736"
"333_2","C0027066"
"333_3","C0702141|C0020179|C0029542"
"333_4","C0013423|C1719382|C0270742|C0393596|C1719381|C0154675|C0005747|C0152115|C0152116|C0154676|C1719383|C0154677"
"333_8","C0029571"
"334_","C0154688|C0039145|C0154685|C0154686|C0154687|C1961841|C0037928|C0037952|C0016719|C0037773|C0033132|C0029534|C0393517|C0029849|C0154681|C0043116|C0026847|C0152109|C0029848|C0085084|C0917981|C0030442|C0033790|C0154682|C0154683|C0154684|C0002736"
"334_1","C0037952|C0016719|C0037773|C0033132|C0029534|C0393517|C0029849"
"334_2","C0154681|C0043116|C0026847|C0152109|C0029848|C0085084|C0917981|C0030442|C0033790|C0154682|C0154683|C0154684|C0002736"
"334_21","C0002736"
"335_","C0026769"
"337_","C1145628|C0221046|C0238015|C0154690|C2349410|C2349411|C0154691"
"337_1","C0154690|C2349410|C2349411|C0154691"
"338_","C0995154|C0184567|C1719389|C1719390|C1719392|C1719723|C0150055|C1719393|C1719710|C1719394|C0478148|C0030193"
"338_1","C0184567|C1719389|C1719390|C1719392|C1719723"
"338_2","C0150055|C1719393|C1719710|C1719394|C0478148"
"339_","C0494479|C2349417|C2349418|C0033893|C0393737|C0393738|C0032816|C2349421|C0393745|C2349422|C2349428|C2349425|C2349426|C0521668|C2349427|C0477374|C0752150|C0393754|C0751185|C0522253|C0751191|C0018681"
"340_","C2349419|C0009088|C0393739|C1565171|C0393743|C0149931|C0338480|C2349438|C2349439|C2349440|C2349441|C2349446|C2349442|C2349443|C2349444|C2349445|C0270862|C2349449|C2349450|C2349451|C2349452|C0269226|C2349455|C2349456|C2349457|C2349458|C2349463|C2349476|C2349472|C2349473|C2349474|C2349475|C0477373|C2362836|C2349478|C2349479|C2349480|C0375239|C0375240|C2349481|C2349482|C0154723|C2349432|C2349433|C2349434|C2349435|C2349465|C2349461|C2349462|C2349464"
"340_1","C0154723|C2349432|C2349433|C2349434|C2349435|C2349465|C2349461|C2349462|C2349464"
"341_","C0154692|C0027873|C0007795|C0011302"
"342_","C0375206|C0154693|C0375208|C0375209|C0154694|C0375211|C0375212|C0375213|C0375214|C0375215|C0375216|C0018991|C0375218|C0375219|C0375220"
"343_","C0392549|C0154695|C0270805|C0154697|C0154698|C0392550|C0029806"
"344_","C0154700|C0375221|C0034372|C0376129|C0376130|C0376131|C0376132|C0375223|C0030486|C0154701|C0154702|C0375224|C0375225|C0375226|C0154703|C0375228|C0375229|C0085622|C0392548|C0270799|C0154706|C0023944|C0522224|C2349676|C0159034"
"345_","C1719410|C0014544|C0154721|C0017332|C0154707|C1112693|C0270823|C0311335|C0037769|C0154715|C0154716|C0085543|C0154717|C0154718|C1719409|C0154719|C0154720|C0154722|C0311334|C0154709|C0154710|C1719405|C1306246|C0154713|C1719407|C0154714|C0154712|C0009951|C0009952|C0751057|C2921125|C0490011|C0553587|C0234974|C0014547"
"345_1","C0017332|C0154707|C1112693|C0270823|C0311335|C0037769|C0154715|C0154716|C0085543|C0154717|C0154718|C1719409|C0154719|C0154720|C0154722|C0311334|C0154709|C0154710|C1719405|C1306246|C0154713|C1719407|C0154714|C0154712|C0553587|C0234974|C0014544|C0014547"
"345_11","C0311334|C0154709|C0154710"
"345_12","C1719405|C1306246|C0154713|C1719407|C0154714|C0154712|C0553587|C0234974|C0014547"
"345_3","C0009951|C0009952|C0751057|C2921125|C0490011"
"346_","C0495795|C0159102|C0476396|C0159104|C0522214|C0159106|C0476402|C0476403|C0159110|C0476389|C0476391|C0159099|C0159100"
"346_1","C0476359"
"346_2","C0476389|C0476391|C0159099|C0159100"
"346_3","C0151583"
"347_","C0751362|C0027404|C1456240|C1456243|C1456241|C1456242"
"348_","C0029551|C0003132|C2712987|C0006110|C0033845|C0009592|C0006114|C0154724|C0085584|C0006112|C1260408"
"348_2","C0033845|C0009592|C0006114"
"348_4","C0154724"
"348_7","C0009421|C0242670"
"348_8","C0085584|C0006112|C1260408"
"348_9","C0029551|C2712887|C0393420"
"349_","C0030569|C0007459|C0154725|C0154727|C0795685|C1504340|C2349485|C0029784|C0007815|C0149504|C0027765"
"350_","C0392702|C0039621|C0575081|C0520966|C0034933|C0013384"
"350_1","C0392702|C0039621"
"350_2","C0575081"
"350_3","C0520966"
"350_5","C0034933"
"350_6","C0495689"
"351_","C0154741|C0007286|C0154742|C1288279|C0154744|C0375241|C0154745|C0154746|C0154747|C0154748|C0152110|C0154749|C0270909|C1302325|C0039319|C0154752|C0235880"
"352_","C0154730|C0751937|C0154731|C0393797|C0152179|C0152180|C0152181|C0154733|C0010266|C0152177|C0040997|C0154729|C0029834|C0015464|C0376175|C0017407|C0029616|C0015469"
"352_1","C0152177|C0040997|C0154729|C0029834"
"352_2","C0015464|C0376175|C0017407|C0029616|C0015469"
"353_","C0270890|C0031315|C0154739|C0006091|C0154735|C1510479|C0869208|C0868842|C0869447|C0221759"
"353_1","C0006091|C0154735|C1510479|C0221759"
"353_2","C0869208|C0868842|C0869447"
"355_","C0034931|C0745890|C0375204|C1536114|C0151295|C0154753|C0375242"
"355_1","C1298685"
"356_","C0154754|C0392553|C0007959|C0699739|C0034960|C0154756|C0154757|C0041848"
"357_","C0154758|C0018378|C0154759|C0270932|C0154761|C0154763|C0154764|C0865502|C0393851"
"358_","C0027868|C0026897|C0393939|C0022972|C3161080|C3161081|C3161082|C0029816|C0026896|C1260409|C0270942"
"358_1","C0026896|C1260409|C0270942"
"359_","C0026849|C2937300|C0026850|C0553604|C0242007|C0027127|C0036391|C1404542|C0410224|C1279412|C0154769|C0154770|C0154771|C2712761|C0238190|C2712808|C0546839|C1135188|C0026848|C0030443"
"359_1","C2937300|C0026850|C0553604|C0242007|C0027127|C0036391|C1404542|C0410224|C1279412|C0030443"
"359_2","C0154769|C0154770|C0154771|C2712761|C0238190|C2712808|C0546839|C1135188|C0026848"
"360_","C0015397|C0154777|C0271001|C0339034|C0154780|C0154788|C1576412|C0152458|C0154805|C0154806|C0155212|C0154778|C0028841|C0154782|C0154783|C0154784|C0271004|C0154789|C0037061|C1449744"
"360_2","C0154778|C1449744"
"360_3","C0028841|C0154782|C0154783|C0154784|C0271004|C0154789"
"361_","C1533659|C0154822|C0700508|C0154823|C0154825|C0154826|C0154827|C0339440|C0154828|C0035305|C0154808|C0154809|C0154810|C0154811|C0154812|C0154813|C0154814|C0154815|C0154816|C0152439|C0154817|C0344289|C0154819|C0154820|C0154821"
"361_1","C0154808|C0154809|C0154810|C0154811|C0154812|C0154813|C0154814|C0154815"
"361_2","C0154816|C0152439|C0154817|C0344289|C0154819|C0154820|C0154821"
"362_","C0339438|C0154867|C0474334|C0035309|C0035344|C2349488|C2349489|C2349490|C2349491|C2349492|C2349493|C0339436|C0271083|C0271084|C0154850|C1261331|C0154853|C0035312|C0242383|C0004608|C0152132|C0154832|C0154837|C0154838|C0154844|C0730328|C0154845|C0154846|C0154831|C1363843|C0154834|C0154835|C0035320|C0154836|C0152026|C0035326|C0007688|C0006123|C0154839|C0154840|C0154841|C0154842|C0154843|C0271086|C1320640|C0154854|C0154855|C0154856|C0154857|C0154858|C0154859|C0154860|C0154861|C0154862|C0154863|C0311338|C0154864|C0154865|C0154866|C0035317|C0162291|C0242420|C1536085|C2237660"
"362_1","C0035344|C2349488|C2349489|C2349490|C2349491|C2349492|C2349493"
