cui,test
C3524145,59.0
C3524141,59.0
C3524143,59.0
C3524148,59.0
C3524142,59.0
C3524147,59.0
C3867327,59.0
C0372773,59.0
C0372773,59.0
C0190544,59.0
C3515188,59.0
C0190544,59.0
C3867326,59.0
C3867325,59.0
C0190544,59.0
C0190544,59.0
C0372775,1.0
C3515189,1.0
C3524149,1.0
C3524151,1.0
C3524150,1.0
C3524152,1.0
C3867324,1.0
C3867322,1.0
C3867320,1.0
C3867323,1.0
C3867321,1.0
C3867319,1.0
C0372775,1.0
C0372775,1.0
C0372776,1.0
C3515189,1.0
C3524153,1.0
C3524154,1.0
C3867315,1.0
C3867318,1.0
C3867317,1.0
C3867316,1.0
C0372776,1.0
C0372776,1.0
C0372777,7.0
C3515190,7.0
C3524158,7.0
C3524155,7.0
C3524156,7.0
C3524159,7.0
C3524157,7.0
C3524160,7.0
C0372777,7.0
C0372777,7.0
C0372778,7.0
C3515191,7.0
C3524168,7.0
C3524178,7.0
C3524167,7.0
C3524158,7.0
C3524174,7.0
C3524171,7.0
C3524173,7.0
C3524162,7.0
C3524170,7.0
C3524161,7.0
C3524165,7.0
C3524163,7.0
C3524164,7.0
C3524166,7.0
C3524169,7.0
C3524176,7.0
C3524177,7.0
C3524172,7.0
C3524175,7.0
C0372778,7.0
C0372778,7.0
C0372779,9.0
C3515192,9.0
C3524179,9.0
C0372779,9.0
C0372779,9.0
C0196063,9.0
C3515193,9.0
C3524181,9.0
C3524183,9.0
C3524180,9.0
C3524182,9.0
C0196063,9.0
C0196063,9.0
C2939257,9.0
C3515194,9.0
C3524184,9.0
C2939257,9.0
C2939257,9.0
C2939258,9.0
C3515195,9.0
C3524185,9.0
C2939258,9.0
C2939258,9.0
C2939259,9.0
C3515196,9.0
C3524186,9.0
C2939259,9.0
C2939259,9.0
C0392865,9.0
C3703673,9.0
C3524187,9.0
C0392865,9.0
C0392865,9.0
C0196220,9.0
C3703674,9.0
C3524188,9.0
C0196220,9.0
C0196220,9.0
C2366674,9.0
C3515199,9.0
C3524189,9.0
C2366674,9.0
C2366674,9.0
C2366675,9.0
C3515199,9.0
C3524189,9.0
C2366675,9.0
C2366675,9.0
C2366676,9.0
C3515199,9.0
C3524189,9.0
C2366676,9.0
C2366676,9.0
C2366677,9.0
C3515199,9.0
C3524189,9.0
C2366677,9.0
C2366677,9.0
C2366678,9.0
C3703675,9.0
C3515200,9.0
C2366678,9.0
C2366678,9.0
C0372782,9.0
C3515201,9.0
C0196041,9.0
C0196041,9.0
C0372782,9.0
C0372782,9.0
C0372784,9.0
C3515202,9.0
C3524190,9.0
C3524191,9.0
C3524192,9.0
C3524193,9.0
C0372784,9.0
C0372784,9.0
C1314071,9.0
C3515202,9.0
C3524194,9.0
C3524195,9.0
C3524196,9.0
C3524197,9.0
C1314071,9.0
C1314071,9.0
C1314072,9.0
C3515202,9.0
C3524197,9.0
C3524194,9.0
C3524195,9.0
C3524196,9.0
C1314072,9.0
C1314072,9.0
C1314073,9.0
C3515203,9.0
C3524198,9.0
C3524199,9.0
C3524201,9.0
C3524200,9.0
C1314073,9.0
C1314073,9.0
C1314074,9.0
C3515203,9.0
C3524199,9.0
C3524198,9.0
C3524200,9.0
C3524201,9.0
C1314074,9.0
C1314074,9.0
C0196037,9.0
C3515202,9.0
C0196037,9.0
C0196037,9.0
C0196037,9.0
C0372786,1.0
C3515204,1.0
C0196045,1.0
C0196098,1.0
C0372786,1.0
C0372786,1.0
C0372787,174.0
C3515205,174.0
C3867304,174.0
C3867313,174.0
C3867306,174.0
C3867294,174.0
C3867302,174.0
C3867311,174.0
C3867309,174.0
C3867310,174.0
C3867314,174.0
C3867307,174.0
C3867300,174.0
C3867296,174.0
C3867308,174.0
C3867292,174.0
C3867298,174.0
C3867312,174.0
C0372787,174.0
C0372787,174.0
C0812527,174.0
C3515205,174.0
C3867301,174.0
C3867294,174.0
C3867298,174.0
C3867297,174.0
C3867295,174.0
C3867302,174.0
C3867293,174.0
C3867300,174.0
C3867292,174.0
C3867305,174.0
C3867304,174.0
C3867296,174.0
C3867291,174.0
C3867306,174.0
C3867303,174.0
C3867299,174.0
C0812527,174.0
C0812527,174.0
C0372788,174.0
C3515206,174.0
C3524218,174.0
C3524220,174.0
C2921030,174.0
C3524219,174.0
C0372788,174.0
C0372788,174.0
C0370286,232.0
C3511702,232.0
C3517683,232.0
C0198959,232.0
C0198973,232.0
C0370286,232.0
C0370286,232.0
C0196119,148.0
C2066782,148.0
C3524221,148.0
C0196119,148.0
C0196119,148.0
C0372789,148.0
C2066782,148.0
C0196120,148.0
C0196120,148.0
C0372789,148.0
C0372789,148.0
C0372790,148.0
C2066782,148.0
C0196121,148.0
C0196160,148.0
C0196159,148.0
C0372790,148.0
C0372790,148.0
C0372791,9.0
C3515207,9.0
C3524227,9.0
C3524224,9.0
C3524226,9.0
C3524223,9.0
C3524225,9.0
C3524222,9.0
C0372791,9.0
C0372791,9.0
C0372792,9.0
C3515208,9.0
C2066783,9.0
C0372792,9.0
C0372792,9.0
C0372794,9.0
C3515209,9.0
C3524229,9.0
C3524230,9.0
C0372794,9.0
C0372794,9.0
C0196124,9.0
C3515210,9.0
C2066786,9.0
C3524231,9.0
C0196124,9.0
C0196124,9.0
C0372795,9.0
C3515211,9.0
C3524232,9.0
C0372795,9.0
C0372795,9.0
C0196113,9.0
C3515212,9.0
C3524233,9.0
C0196113,9.0
C0196113,9.0
C0196114,9.0
C3515213,9.0
C3524233,9.0
C0196114,9.0
C0196114,9.0
C0372796,9.0
C3515214,9.0
C0196087,9.0
C0195909,9.0
C0372796,9.0
C0372796,9.0
C0372797,9.0
C3515215,9.0
C0196032,9.0
C0195910,9.0
C0372797,9.0
C0372797,9.0
C0196125,9.0
C3515216,9.0
C3524234,9.0
C0196125,9.0
C0196125,9.0
C0372798,9.0
C3515217,9.0
C3524235,9.0
C0372798,9.0
C0372798,9.0
C0372799,9.0
C3515218,9.0
C3524235,9.0
C0372799,9.0
C0372799,9.0
C1144686,9.0
C3703676,9.0
C2048697,9.0
C1144686,9.0
C1144686,9.0
C1144687,2.0
C3515220,2.0
C3524239,2.0
C3524237,2.0
C3524241,2.0
C3524238,2.0
C3524240,2.0
C3524236,2.0
C1144687,2.0
C1144687,2.0
C1144688,1.0
C3515221,1.0
C3524250,1.0
C3524243,1.0
C3524249,1.0
C3524242,1.0
C3524246,1.0
C3524247,1.0
C3524251,1.0
C3524244,1.0
C3524248,1.0
C2078032,1.0
C3524245,1.0
C3524252,1.0
C1144688,1.0
C1144688,1.0
C1144689,1.0
C3515222,1.0
C3524254,1.0
C3524255,1.0
C3524253,1.0
C3524256,1.0
C1144689,1.0
C1144689,1.0
C1144690,1.0
C3515223,1.0
C1144690,1.0
C1144690,1.0
C1144690,1.0
C1144691,1.0
C3515224,1.0
C3524257,1.0
C3524258,1.0
C1144691,1.0
C1144691,1.0
C1144692,12.0
C3515225,12.0
C3524259,12.0
C3524260,12.0
C1144692,12.0
C1144692,12.0
C0042515,2.0
C3515226,2.0
C0042515,2.0
C0042515,2.0
C0042515,2.0
C0372800,2.0
C3515227,2.0
C3524262,2.0
C3524266,2.0
C3524263,2.0
C3524265,2.0
C3524261,2.0
C3524264,2.0
C0372800,2.0
C0372800,2.0
C0372801,2.0
C3515227,2.0
C0394067,2.0
C0394066,2.0
C3524268,2.0
C3524267,2.0
C0372801,2.0
C0372801,2.0
C0372802,2.0
C3515228,2.0
C3524269,2.0
C3524270,2.0
C3524272,2.0
C3524271,2.0
C0372802,2.0
C0372802,2.0
C0196165,2.0
C3515227,2.0
C0196165,2.0
C0196165,2.0
C0196165,2.0
C0196166,2.0
C3703677,2.0
C3524273,2.0
C0196166,2.0
C0196166,2.0
C0372803,2.0
C3515227,2.0
C0196180,2.0
C0196181,2.0
C0196182,2.0
C0372803,2.0
C0372803,2.0
C0372804,2.0
C3515227,2.0
C0162702,2.0
C0394191,2.0
C0372804,2.0
C0372804,2.0
C0372805,2.0
C3515230,2.0
C0196051,2.0
C0196068,2.0
C0372805,2.0
C0372805,2.0
C0372806,2.0
C3515231,2.0
C3524274,2.0
C3524275,2.0
C3524276,2.0
C3524277,2.0
C2066802,2.0
C3524278,2.0
C0372806,2.0
C0372806,2.0
C0918127,2.0
C0918127,2.0
C0918127,2.0
C0918127,2.0
C0918127,2.0
C0196100,2.0
C3515232,2.0
C2066807,2.0
C0196100,2.0
C0196100,2.0
C0196079,2.0
C3515233,2.0
C2066808,2.0
C0196079,2.0
C0196079,2.0
C0812528,5.0
C3703678,5.0
C3524279,5.0
C3524282,5.0
C3524280,5.0
C3524281,5.0
C0812528,5.0
C0812528,5.0
C1144693,5.0
C3703679,5.0
C3524280,5.0
C3524282,5.0
C3524281,5.0
C3524279,5.0
C1144693,5.0
C1144693,5.0
C2366679,7.0
C3703680,7.0
C3524283,7.0
C3524284,7.0
C3524285,7.0
C2366679,7.0
C2366679,7.0
C0372807,9.0
C3703681,9.0
C0196311,9.0
C0196311,9.0
C0372807,9.0
C0372807,9.0
C0196315,7.0
C0196315,7.0
C0196315,7.0
C0196315,7.0
C0196315,7.0
C0553794,4.0
C0553794,4.0
C0553794,4.0
C0553794,4.0
C0553794,4.0
C3495365,4.0
C3495365,4.0
C3524287,4.0
C3524286,4.0
C3495365,4.0
C3495365,4.0
C0162649,8.0
C0162649,8.0
C0162649,8.0
C0162649,8.0
C0162649,8.0
C0162649,8.0
C0196510,5.0
C3515237,5.0
C3524288,5.0
C0196510,5.0
C0196510,5.0
C0196510,5.0
C0372815,5.0
C3515237,5.0
C3524289,5.0
C3524290,5.0
C0372815,5.0
C0372815,5.0
C0372816,5.0
C3515237,5.0
C3524291,5.0
C3524292,5.0
C0372816,5.0
C0372816,5.0
C0372817,181.0
C3865538,181.0
C3524294,181.0
C3524293,181.0
C3524295,181.0
C0372817,181.0
C0372817,181.0
C0372818,3.0
C3703683,3.0
C3867290,3.0
C3867276,3.0
C3867283,3.0
C3867284,3.0
C3867280,3.0
C3867274,3.0
C3867282,3.0
C4292228,3.0
C4292229,3.0
C3867289,3.0
C4292226,3.0
C3867288,3.0
C3867285,3.0
C3867286,3.0
C3867279,3.0
C3867273,3.0
C3867287,3.0
C4292227,3.0
C3867281,3.0
C0372818,3.0
C0372818,3.0
C0372821,226.0
C3515240,226.0
C2585374,226.0
C3867271,226.0
C0372821,226.0
C0372821,226.0
C0372822,226.0
C3515240,226.0
C3524297,226.0
C2585767,226.0
C3867270,226.0
C3867269,226.0
C0372822,226.0
C0372822,226.0
C0372823,9.0
C3515241,9.0
C3524298,9.0
C3524299,9.0
C3867265,9.0
C3867267,9.0
C3867266,9.0
C3867268,9.0
C0372823,9.0
C0372823,9.0
C0196515,9.0
C3703684,9.0
C3524300,9.0
C0196515,9.0
C0196515,9.0
C3854172,181.0
C3515815,181.0
C3867264,181.0
C3854172,181.0
C3854172,181.0
C3854219,181.0
C3515816,181.0
C3867263,181.0
C3854219,181.0
C3854219,181.0
C3854208,181.0
C3515817,181.0
C3867262,181.0
C3854208,181.0
C3854208,181.0
C3854209,181.0
C3515817,181.0
C3867261,181.0
C3854209,181.0
C3854209,181.0
C4284447,5.0
C4291997,5.0
C4292238,5.0
C4292231,5.0
C4292234,5.0
C4292233,5.0
C4292240,5.0
C4292235,5.0
C4292236,5.0
C4292237,5.0
C4292239,5.0
C4292232,5.0
C4292241,5.0
C4292230,5.0
C4284447,5.0
C4284447,5.0
C4283813,5.0
C4291998,5.0
C4292248,5.0
C4292242,5.0
C4292231,5.0
C4292244,5.0
C4292246,5.0
C4292249,5.0
C4292245,5.0
C4292247,5.0
C4292243,5.0
C4292250,5.0
C4283813,5.0
C4283813,5.0
C4284378,5.0
C4301949,5.0
C4292255,5.0
C4292260,5.0
C4292253,5.0
C4292254,5.0
C4292258,5.0
C4292251,5.0
C4292252,5.0
C4292257,5.0
C4292259,5.0
C4292256,5.0
C4284378,5.0
C4284378,5.0
C4284449,5.0
C4291999,5.0
C4292266,5.0
C4292265,5.0
C4292269,5.0
C4292267,5.0
C4292263,5.0
C4292268,5.0
C4292264,5.0
C4292262,5.0
C4292270,5.0
C4292261,5.0
C4284449,5.0
C4284449,5.0
C4284446,5.0
C4292000,5.0
C4292279,5.0
C4292271,5.0
C4292272,5.0
C4292277,5.0
C4292275,5.0
C4292276,5.0
C4292278,5.0
C4292280,5.0
C4292273,5.0
C4292274,5.0
C4284446,5.0
C4284446,5.0
C4283812,5.0
C4301948,5.0
C4292282,5.0
C4292289,5.0
C4292285,5.0
C4292283,5.0
C4292284,5.0
C4292290,5.0
C4292281,5.0
C4292288,5.0
C4292286,5.0
C4292287,5.0
C4283812,5.0
C4283812,5.0
C4284377,5.0
C4301947,5.0
C4292298,5.0
C4292297,5.0
C4292293,5.0
C4292295,5.0
C4292291,5.0
C4292296,5.0
C4292251,5.0
C4292292,5.0
C4292252,5.0
C4292294,5.0
C4284377,5.0
C4284377,5.0
C4284448,5.0
C4292001,5.0
C4292300,5.0
C4292301,5.0
C4292306,5.0
C4292307,5.0
C4292299,5.0
C4292305,5.0
C4292302,5.0
C4292303,5.0
C4292304,5.0
C4284448,5.0
C4284448,5.0
C0372825,5.0
C3515246,5.0
C3524349,5.0
C3524350,5.0
C0372825,5.0
C0372825,5.0
C0372826,3.0
C3515247,3.0
C3524352,3.0
C3524351,3.0
C0372826,3.0
C0372826,3.0
C0372827,5.0
C3515248,5.0
C3524353,5.0
C3524354,5.0
C0372827,5.0
C0372827,5.0
C0372828,9.0
C3703689,9.0
C3524355,9.0
C3524356,9.0
C3524357,9.0
C3524358,9.0
C0372828,9.0
C0372828,9.0
C0372829,9.0
C3515250,9.0
C3524362,9.0
C3524359,9.0
C3524360,9.0
C3524361,9.0
C0372829,9.0
C0372829,9.0
C0372830,9.0
C3515251,9.0
C3524366,9.0
C3524372,9.0
C3524374,9.0
C3524363,9.0
C3524369,9.0
C3524370,9.0
C3524371,9.0
C3524367,9.0
C3524365,9.0
C3524368,9.0
C3524373,9.0
C3524364,9.0
C0372830,9.0
C0372830,9.0
C0372831,9.0
C3703690,9.0
C3524375,9.0
C3524376,9.0
C0372831,9.0
C0372831,9.0
C0372832,175.0
C3515253,175.0
C3524377,175.0
C3524378,175.0
C0372832,175.0
C0372832,175.0
C0372833,175.0
C3515254,175.0
C3524380,175.0
C3524379,175.0
C0372833,175.0
C0372833,175.0
C3248111,8.0
C3515255,8.0
C3524382,8.0
C3524381,8.0
C3248111,8.0
C3248111,8.0
C3248112,8.0
C3515256,8.0
C3524382,8.0
C3524381,8.0
C3248112,8.0
C3248112,8.0
C4291761,3.0
C4292002,3.0
C4292308,3.0
C4292310,3.0
C4292309,3.0
C4291761,3.0
C4291761,3.0
C1737725,232.0
C3511702,232.0
C3517683,232.0
C3869352,232.0
C3869351,232.0
C3869350,232.0
C1737725,232.0
C1737725,232.0
C1742724,232.0
C3511704,232.0
C3869349,232.0
C1742724,232.0
C1742724,232.0
C0198974,232.0
C3511705,232.0
C0198974,232.0
C0198974,232.0
C0198974,232.0
C0372834,3.0
C3703691,3.0
C3524384,3.0
C3524383,3.0
C0372834,3.0
C0372834,3.0
C0372835,3.0
C3703692,3.0
C3524385,3.0
C3524386,3.0
C0372835,3.0
C0372835,3.0
C0372836,3.0
C3703693,3.0
C3524388,3.0
C3524387,3.0
C0372836,3.0
C0372836,3.0
C0372837,3.0
C3703694,3.0
C3524390,3.0
C3524389,3.0
C0372837,3.0
C0372837,3.0
C0372838,3.0
C3703693,3.0
C3524393,3.0
C3524392,3.0
C3524391,3.0
C0372838,3.0
C0372838,3.0
C0372839,3.0
C3703695,3.0
C3524394,3.0
C3524383,3.0
C3524384,3.0
C0372839,3.0
C0372839,3.0
C0372840,3.0
C3703692,3.0
C3524385,3.0
C3524395,3.0
C3524386,3.0
C0372840,3.0
C0372840,3.0
C0372841,3.0
C3703693,3.0
C3524396,3.0
C3524397,3.0
C3524398,3.0
C3524399,3.0
C3524388,3.0
C3524387,3.0
C0372841,3.0
C0372841,3.0
C0372842,3.0
C3515258,3.0
C3524406,3.0
C3524401,3.0
C3524404,3.0
C3524403,3.0
C3524405,3.0
C3524407,3.0
C3524400,3.0
C3524402,3.0
C0372842,3.0
C0372842,3.0
C0372843,3.0
C3515259,3.0
C3524411,3.0
C3524413,3.0
C3524409,3.0
C3524415,3.0
C3524408,3.0
C3524410,3.0
C3524412,3.0
C3524414,3.0
C0372843,3.0
C0372843,3.0
C0372844,3.0
C3703696,3.0
C3524411,3.0
C3524409,3.0
C3524415,3.0
C3524400,3.0
C3524404,3.0
C3524406,3.0
C3524401,3.0
C3524402,3.0
C3524403,3.0
C3524412,3.0
C3524410,3.0
C3524407,3.0
C3524405,3.0
C3524414,3.0
C3524408,3.0
C3524413,3.0
C0372844,3.0
C0372844,3.0
C0372845,3.0
C3703697,3.0
C3524403,3.0
C3524407,3.0
C3524402,3.0
C3524404,3.0
C3524400,3.0
C3524406,3.0
C3524401,3.0
C3524405,3.0
C3867255,3.0
C3867257,3.0
C3867256,3.0
C3867260,3.0
C3867259,3.0
C3867258,3.0
C0372845,3.0
C0372845,3.0
C0372846,3.0
C3703698,3.0
C3524412,3.0
C3524411,3.0
C3524413,3.0
C3524410,3.0
C3524414,3.0
C3524409,3.0
C3524408,3.0
C3524415,3.0
C3867250,3.0
C3867254,3.0
C3867253,3.0
C3867248,3.0
C3867251,3.0
C3867249,3.0
C3867252,3.0
C3867247,3.0
C0372846,3.0
C0372846,3.0
C0918128,3.0
C3703697,3.0
C3524403,3.0
C3524404,3.0
C3524405,3.0
C3524406,3.0
C3524416,3.0
C3524402,3.0
C3867243,3.0
C3867242,3.0
C3867245,3.0
C3867240,3.0
C3867244,3.0
C3867246,3.0
C3867241,3.0
C3524407,3.0
C0918128,3.0
C0918128,3.0
C0918129,3.0
C3703698,3.0
C3524413,3.0
C3524415,3.0
C3524410,3.0
C3524412,3.0
C3524409,3.0
C3524414,3.0
C3524411,3.0
C3867233,3.0
C3867236,3.0
C3867237,3.0
C3867235,3.0
C3867239,3.0
C3867238,3.0
C3867234,3.0
C0918129,3.0
C0918129,3.0
C0372847,3.0
C3515263,3.0
C3524419,3.0
C3524423,3.0
C3524418,3.0
C3524420,3.0
C3524422,3.0
C3524421,3.0
C3867232,3.0
C3867228,3.0
C3867227,3.0
C3867230,3.0
C3867231,3.0
C3867229,3.0
C0372847,3.0
C0372847,3.0
C0372848,3.0
C3515264,3.0
C3524426,3.0
C3524429,3.0
C3524424,3.0
C3524425,3.0
C3524427,3.0
C3524428,3.0
C3867225,3.0
C3867222,3.0
C3867221,3.0
C3867224,3.0
C3867226,3.0
C3867223,3.0
C0372848,3.0
C0372848,3.0
C0372849,3.0
C3515264,3.0
C3524433,3.0
C3524430,3.0
C3524434,3.0
C3524435,3.0
C3524431,3.0
C3524432,3.0
C3867212,3.0
C3867215,3.0
C3867211,3.0
C3867210,3.0
C3867219,3.0
C3867218,3.0
C3867216,3.0
C3867217,3.0
C3867220,3.0
C3867213,3.0
C3867214,3.0
C3867209,3.0
C0372849,3.0
C0372849,3.0
C0372850,3.0
C3515265,3.0
C3524419,3.0
C3524432,3.0
C3524434,3.0
C3524428,3.0
C3524425,3.0
C3524433,3.0
C3524429,3.0
C3524426,3.0
C3524422,3.0
C3524435,3.0
C3524430,3.0
C3524431,3.0
C3524423,3.0
C3524418,3.0
C3524420,3.0
C3524424,3.0
C3524421,3.0
C3524427,3.0
C3867195,3.0
C3867193,3.0
C3867192,3.0
C3867207,3.0
C3867206,3.0
C3867205,3.0
C3867194,3.0
C3867203,3.0
C3867196,3.0
C3867204,3.0
C3867202,3.0
C3867201,3.0
C3867199,3.0
C3867198,3.0
C3867197,3.0
C3867208,3.0
C3867191,3.0
C3867200,3.0
C0372850,3.0
C0372850,3.0
C1504274,3.0
C3515266,3.0
C3524436,3.0
C3867186,3.0
C1504274,3.0
C1504274,3.0
C1504275,3.0
C3515266,3.0
C3524438,3.0
C3524436,3.0
C3524437,3.0
C3867188,3.0
C3867187,3.0
C3867184,3.0
C3867181,3.0
C3867180,3.0
C3867190,3.0
C3867185,3.0
C3867183,3.0
C3867186,3.0
C4052178,3.0
C4052177,3.0
C1504275,3.0
C1504275,3.0
C0372851,3.0
C3703699,3.0
C3524445,3.0
C3524444,3.0
C3524442,3.0
C3867177,3.0
C3867178,3.0
C3867179,3.0
C0372851,3.0
C0372851,3.0
C0196258,3.0
C3515267,3.0
C3867176,3.0
C3867171,3.0
C3867162,3.0
C3867175,3.0
C3867156,3.0
C3867163,3.0
C3867159,3.0
C3867170,3.0
C3867166,3.0
C3867165,3.0
C3867161,3.0
C3867160,3.0
C3867172,3.0
C3867169,3.0
C3867164,3.0
C3867158,3.0
C3867157,3.0
C3867168,3.0
C3867174,3.0
C3867173,3.0
C3867167,3.0
C0196258,3.0
C0196258,3.0
C0372852,3.0
C3703700,3.0
C3524444,3.0
C3524451,3.0
C3524453,3.0
C3524449,3.0
C3524442,3.0
C3524445,3.0
C3524448,3.0
C3524447,3.0
C3524452,3.0
C3867148,3.0
C3867149,3.0
C3867151,3.0
C3867154,3.0
C3867150,3.0
C3867155,3.0
C3867153,3.0
C3867152,3.0
C0372852,3.0
C0372852,3.0
C0196255,3.0
C3668916,3.0
C3524454,3.0
C3867147,3.0
C3867146,3.0
C3867145,3.0
C0196255,3.0
C0196255,3.0
C0372853,3.0
C3668916,3.0
C3524454,3.0
C3867144,3.0
C3867143,3.0
C3867145,3.0
C0372853,3.0
C0372853,3.0
C0196294,3.0
C3515269,3.0
C3524459,3.0
C3524455,3.0
C3524460,3.0
C3524458,3.0
C3524457,3.0
C3524456,3.0
C3867142,3.0
C3867138,3.0
C3867141,3.0
C3867140,3.0
C3867139,3.0
C3867137,3.0
C0196294,3.0
C0196294,3.0
C0372854,3.0
C3515269,3.0
C3524460,3.0
C3524458,3.0
C3524456,3.0
C3524459,3.0
C3524455,3.0
C3524457,3.0
C3867133,3.0
C3867131,3.0
C3867134,3.0
C3867136,3.0
C3867135,3.0
C3867132,3.0
C0372854,3.0
C0372854,3.0
C0196295,3.0
C3515270,3.0
C3524464,3.0
C3524466,3.0
C3524461,3.0
C3524462,3.0
C3524463,3.0
C3524465,3.0
C3867126,3.0
C3867125,3.0
C3867128,3.0
C3867129,3.0
C3867127,3.0
C3867130,3.0
C0196295,3.0
C0196295,3.0
C0372855,3.0
C3515270,3.0
C3524465,3.0
C3524462,3.0
C3524461,3.0
C3524463,3.0
C3524464,3.0
C3524466,3.0
C3867119,3.0
C3867122,3.0
C3867124,3.0
C3867121,3.0
C3867123,3.0
C3867120,3.0
C0372855,3.0
C0372855,3.0
C0372856,3.0
C3703701,3.0
C3524467,3.0
C3524470,3.0
C3524469,3.0
C3524468,3.0
C3867114,3.0
C3867112,3.0
C3867117,3.0
C3867116,3.0
C3867113,3.0
C3867111,3.0
C3867115,3.0
C3867118,3.0
C0372856,3.0
C0372856,3.0
C0372857,3.0
C3703701,3.0
C3524467,3.0
C3524469,3.0
C3524470,3.0
C3524468,3.0
C3867118,3.0
C3867114,3.0
C3867117,3.0
C3867112,3.0
C3867116,3.0
C3867111,3.0
C3867115,3.0
C3867113,3.0
C0372857,3.0
C0372857,3.0
C0372858,3.0
C3703702,3.0
C3524471,3.0
C3524472,3.0
C3524473,3.0
C3524474,3.0
C3867108,3.0
C3867106,3.0
C3867107,3.0
C3867105,3.0
C3867109,3.0
C3867097,3.0
C3867110,3.0
C3867101,3.0
C0372858,3.0
C0372858,3.0
C0372859,3.0
C3703702,3.0
C3524473,3.0
C3524472,3.0
C3524474,3.0
C3524471,3.0
C3867099,3.0
C3867102,3.0
C3867101,3.0
C3867098,3.0
C3867097,3.0
C3867104,3.0
C3867103,3.0
C3867100,3.0
C0372859,3.0
C0372859,3.0
C0372860,3.0
C3703703,3.0
C3524476,3.0
C3524479,3.0
C3524475,3.0
C3524478,3.0
C3524477,3.0
C3524482,3.0
C3524481,3.0
C3867095,3.0
C3867064,3.0
C3867086,3.0
C3867055,3.0
C3867075,3.0
C3867066,3.0
C3867093,3.0
C3867082,3.0
C3867079,3.0
C3867077,3.0
C3867076,3.0
C3867065,3.0
C3867092,3.0
C3867091,3.0
C3867090,3.0
C3867087,3.0
C3867084,3.0
C3867089,3.0
C3867052,3.0
C3867081,3.0
C3867096,3.0
C3867088,3.0
C3867050,3.0
C3867078,3.0
C3867051,3.0
C3867083,3.0
C3867094,3.0
C3867085,3.0
C3867053,3.0
C3867080,3.0
C0372860,3.0
C0372860,3.0
C0372861,3.0
C3703703,3.0
C3524476,3.0
C3524479,3.0
C3524478,3.0
C3524481,3.0
C3524482,3.0
C3524475,3.0
C3524477,3.0
C3867072,3.0
C3867062,3.0
C3867066,3.0
C3867061,3.0
C3867059,3.0
C3867058,3.0
C3867063,3.0
C3867056,3.0
C3867050,3.0
C3867070,3.0
C3867069,3.0
C3867060,3.0
C3867071,3.0
C3867068,3.0
C3867057,3.0
C3867064,3.0
C3867065,3.0
C3867055,3.0
C3867053,3.0
C3867052,3.0
C3867074,3.0
C3867073,3.0
C3867067,3.0
C3867054,3.0
C3867051,3.0
C0372861,3.0
C0372861,3.0
C0372862,3.0
C3703704,3.0
C3524485,3.0
C3524494,3.0
C3524497,3.0
C3524498,3.0
C3524500,3.0
C3524493,3.0
C3524502,3.0
C3524504,3.0
C3524505,3.0
C3524486,3.0
C3524490,3.0
C3524491,3.0
C3524496,3.0
C3524483,3.0
C3524503,3.0
C3524489,3.0
C3524495,3.0
C3524499,3.0
C3524501,3.0
C3524509,3.0
C3524510,3.0
C3524492,3.0
C3524487,3.0
C3524488,3.0
C3524507,3.0
C3524484,3.0
C3524508,3.0
C3867031,3.0
C3867026,3.0
C3867013,3.0
C3867009,3.0
C3867007,3.0
C3867004,3.0
C3867047,3.0
C3867046,3.0
C3867045,3.0
C3867040,3.0
C3867036,3.0
C3867030,3.0
C3867017,3.0
C3866980,3.0
C3867041,3.0
C3867039,3.0
C3867034,3.0
C3867033,3.0
C3867032,3.0
C3867049,3.0
C3867043,3.0
C3867038,3.0
C3867027,3.0
C3867023,3.0
C3867008,3.0
C3867006,3.0
C3867025,3.0
C3867022,3.0
C3867020,3.0
C3867015,3.0
C3867044,3.0
C3867037,3.0
C3867018,3.0
C3867011,3.0
C3867029,3.0
C3867028,3.0
C3867019,3.0
C3867014,3.0
C3867012,3.0
C3867048,3.0
C3867042,3.0
C3867035,3.0
C3867024,3.0
C3867021,3.0
C3867016,3.0
C3867010,3.0
C3867005,3.0
C0372862,3.0
C0372862,3.0
C0372863,3.0
C3703704,3.0
C3524500,3.0
C3524504,3.0
C3524489,3.0
C3524495,3.0
C3524492,3.0
C3524494,3.0
C3524497,3.0
C3524498,3.0
C3524501,3.0
C3524499,3.0
C3524485,3.0
C3524486,3.0
C3524490,3.0
C3524491,3.0
C3524511,3.0
C3524505,3.0
C3524508,3.0
C3524510,3.0
C3524487,3.0
C3524488,3.0
C3524483,3.0
C3524484,3.0
C3524493,3.0
C3524502,3.0
C3524496,3.0
C3524503,3.0
C3524507,3.0
C3524509,3.0
C3867003,3.0
C3867001,3.0
C3866986,3.0
C3866976,3.0
C3866967,3.0
C3866985,3.0
C3866983,3.0
C3866971,3.0
C3866970,3.0
C3866962,3.0
C3866997,3.0
C3866996,3.0
C3866994,3.0
C3866987,3.0
C3866999,3.0
C3866995,3.0
C3866992,3.0
C3866989,3.0
C3866968,3.0
C3866964,3.0
C3866959,3.0
C3867000,3.0
C3866998,3.0
C3866979,3.0
C3866978,3.0
C3866974,3.0
C3866969,3.0
C3866961,3.0
C3866958,3.0
C3866990,3.0
C3866981,3.0
C3866977,3.0
C3866973,3.0
C3866960,3.0
C3867002,3.0
C3866993,3.0
C3866988,3.0
