cui,test
C3705740,161.0
C0185360,161.0
C0185360,161.0
C0370647,161.0
C3702708,161.0
C3512181,161.0
C0370647,161.0
C0370647,161.0
C0370647,161.0
C0370648,161.0
C3702709,161.0
C3512182,161.0
C0370648,161.0
C0370648,161.0
C0370649,161.0
C0370649,161.0
C3518268,161.0
C3518267,161.0
C3705745,161.0
C3705745,161.0
C3705744,161.0
C3705744,161.0
C3705743,161.0
C3705743,161.0
C0370649,161.0
C0370649,161.0
C0370650,161.0
C3512183,161.0
C3705746,161.0
C0370650,161.0
C0370650,161.0
C2366819,161.0
C3702709,161.0
C3518269,161.0
C2366819,161.0
C2366819,161.0
C2366820,161.0
C3512182,161.0
C3518269,161.0
C3705747,161.0
C2366820,161.0
C2366820,161.0
C0370651,164.0
C3512184,164.0
C3705749,164.0
C3705748,164.0
C0370651,164.0
C0370651,164.0
C0186797,164.0
C3512185,164.0
C3512185,164.0
C3705750,164.0
C0186797,164.0
C0186797,164.0
C0187446,164.0
C3512186,164.0
C3512186,164.0
C0187446,164.0
C0187446,164.0
C0187446,164.0
C0187540,164.0
C3512187,164.0
C3705753,164.0
C3705751,164.0
C3705752,164.0
C0187540,164.0
C0187540,164.0
C0187542,164.0
C3512188,164.0
C3705754,164.0
C3705751,164.0
C3705752,164.0
C0187542,164.0
C0187542,164.0
C0187544,164.0
C3512189,164.0
C3512189,164.0
C0187544,164.0
C0187544,164.0
C0187544,164.0
C0187544,164.0
C0187546,164.0
C3512189,164.0
C3512189,164.0
C3705755,164.0
C0187546,164.0
C0187546,164.0
C0188676,164.0
C3512190,164.0
C3512190,164.0
C0188676,164.0
C0188676,164.0
C0188676,164.0
C0370652,161.0
C3702710,161.0
C0005976,161.0
C3705756,161.0
C3705757,161.0
C3705758,161.0
C0370652,161.0
C0370652,161.0
C0370653,161.0
C0185477,161.0
C0005976,161.0
C3705759,161.0
C0370653,161.0
C0370653,161.0
C0185890,164.0
C0185890,164.0
C0185890,164.0
C0185890,164.0
C0185890,164.0
C0185720,33.0
C0185720,33.0
C0185720,33.0
C0185720,33.0
C0185720,33.0
C0185474,160.0
C3512192,160.0
C0185474,160.0
C0185474,160.0
C0185474,160.0
C0370654,160.0
C3512193,160.0
C3518271,160.0
C0370654,160.0
C0185476,160.0
C0185475,160.0
C0370654,160.0
C0370654,160.0
C0370655,160.0
C1279739,160.0
C1279739,160.0
C3705761,160.0
C3705762,160.0
C3705760,160.0
C0370655,160.0
C0370655,160.0
C0370656,175.0
C0080232,175.0
C0080232,175.0
C0844767,175.0
C0841449,175.0
C3705763,175.0
C0370656,175.0
C0370656,175.0
C0370657,161.0
C3512194,161.0
C0186066,161.0
C3705765,161.0
C3705764,161.0
C0370657,161.0
C0370657,161.0
C0370658,161.0
C3512194,161.0
C0186066,161.0
C3705766,161.0
C0370658,161.0
C0370658,161.0
C4731972,164.0
C4731973,164.0
C4731974,164.0
C4731972,164.0
C4731972,164.0
C4731975,164.0
C4731976,164.0
C4731977,164.0
C4731975,164.0
C4731975,164.0
C4731978,164.0
C4731979,164.0
C4731980,164.0
C4731978,164.0
C4731978,164.0
C0370659,161.0
C3512195,161.0
C0186066,161.0
C3705768,161.0
C3705771,161.0
C3705772,161.0
C3705769,161.0
C3705770,161.0
C3705773,161.0
C3705767,161.0
C0370659,161.0
C0370659,161.0
C0370660,161.0
C3512196,161.0
C0186066,161.0
C3705775,161.0
C3705774,161.0
C3705776,161.0
C0370660,161.0
C0370660,161.0
C0370661,161.0
C3512197,161.0
C0186066,161.0
C3705780,161.0
C3705778,161.0
C3705777,161.0
C3705781,161.0
C3705779,161.0
C3705782,161.0
C0370661,161.0
C0370661,161.0
C4523094,161.0
C4523095,161.0
C4523098,161.0
C4523097,161.0
C4523096,161.0
C4523094,161.0
C4523094,161.0
C0370662,159.0
C3512198,159.0
C3518272,159.0
C3705786,159.0
C3705783,159.0
C3705784,159.0
C3705785,159.0
C0370662,159.0
C0370662,159.0
C0188192,161.0
C3512199,161.0
C0188192,161.0
C0188192,161.0
C0188192,161.0
C0519759,161.0
C3512200,161.0
C0519759,161.0
C0519759,161.0
C0519759,161.0
C0520282,161.0
C3512201,161.0
C0520282,161.0
C0520282,161.0
C0520282,161.0
C0519760,161.0
C3512202,161.0
C2094151,161.0
C0519760,161.0
C0519760,161.0
C0520283,161.0
C3512203,161.0
C3518273,161.0
C0520283,161.0
C0520283,161.0
C0186281,161.0
C3512204,161.0
C0186281,161.0
C0186281,161.0
C0186281,161.0
C0188678,161.0
C3512205,161.0
C0188678,161.0
C0188678,161.0
C0188678,161.0
C0188679,161.0
C3512206,161.0
C3705787,161.0
C0188679,161.0
C0188679,161.0
C0188679,161.0
C0185322,163.0
C3512207,163.0
C0203902,163.0
C0185322,163.0
C0185322,163.0
C0185322,163.0
C0185324,161.0
C0185324,161.0
C0203902,161.0
C0185324,161.0
C0185324,161.0
C0185324,161.0
C0812476,163.0
C0812476,163.0
C3518274,163.0
C3705788,163.0
C0812476,163.0
C0812476,163.0
C1314015,163.0
C3865616,163.0
C2585034,163.0
C3705790,163.0
C4052347,163.0
C1314015,163.0
C1314015,163.0
C3853756,163.0
C3865616,163.0
C3869130,163.0
C3869129,163.0
C3853756,163.0
C3853756,163.0
C1964174,164.0
C3512209,164.0
C3518275,164.0
C1964174,164.0
C1964174,164.0
C1964174,164.0
C0370665,164.0
C0370665,164.0
C0869954,164.0
C0370665,164.0
C0370665,164.0
C0370665,164.0
C0198847,232.0
C3511665,232.0
C0198847,232.0
C0198847,232.0
C0198847,232.0
C0498275,162.0
C3512210,162.0
C0498275,162.0
C0498275,162.0
C0498275,162.0
C2724391,170.0
C3702712,170.0
C3518277,170.0
C3518276,170.0
C3705791,170.0
C2724391,170.0
C2724391,170.0
C2724392,170.0
C3702713,170.0
C3518276,170.0
C3518277,170.0
C3705792,170.0
C2724392,170.0
C2724392,170.0
C2724393,160.0
C3702714,160.0
C3518277,160.0
C3518276,160.0
C3705794,160.0
C3705795,160.0
C4523099,160.0
C2724393,160.0
C2724393,160.0
C2724394,160.0
C3702715,160.0
C3518277,160.0
C3518276,160.0
C3705793,160.0
C3705796,160.0
C3705797,160.0
C2724394,160.0
C2724394,160.0
C2724395,160.0
C3512213,160.0
C3518279,160.0
C3518278,160.0
C3705798,160.0
C3705799,160.0
C2724395,160.0
C2724395,160.0
C2724396,160.0
C3512214,160.0
C3518278,160.0
C3518279,160.0
C3705800,160.0
C3705801,160.0
C2724396,160.0
C2724396,160.0
C0185566,142.0
C3702716,142.0
C0185566,142.0
C3705803,142.0
C3705802,142.0
C0185566,142.0
C0185566,142.0
C0370668,142.0
C3702717,142.0
C0185556,142.0
C3705804,142.0
C0370668,142.0
C0370668,142.0
C0370669,142.0
C3512217,142.0
C0370669,142.0
C0370669,142.0
C0370669,142.0
C0370669,142.0
C0370670,142.0
C3512218,142.0
C3518280,142.0
C3518281,142.0
C3705806,142.0
C3705805,142.0
C0370670,142.0
C0370670,142.0
C0185572,142.0
C3512219,142.0
C0185572,142.0
C0185572,142.0
C0185572,142.0
C0185580,142.0
C3512220,142.0
C0185580,142.0
C0185580,142.0
C0185580,142.0
C0185562,142.0
C3512221,142.0
C3518284,142.0
C3518285,142.0
C0185562,142.0
C0185562,142.0
C0185573,142.0
C3512222,142.0
C3518288,142.0
C3518287,142.0
C3518286,142.0
C3705809,142.0
C3705808,142.0
C3705807,142.0
C0185573,142.0
C0185573,142.0
C0185575,142.0
C3512223,142.0
C0185575,142.0
C0185575,142.0
C0185575,142.0
C0185576,142.0
C3512224,142.0
C0185576,142.0
C0185576,142.0
C0185576,142.0
C1144763,142.0
C3512225,142.0
C3518292,142.0
C3518293,142.0
C3705813,142.0
C3705811,142.0
C3705812,142.0
C3705810,142.0
C1144763,142.0
C1144763,142.0
C1144605,142.0
C3512226,142.0
C3518294,142.0
C3518295,142.0
C3705814,142.0
C3705815,142.0
C3705817,142.0
C3705816,142.0
C1144605,142.0
C1144605,142.0
C1144606,142.0
C3512227,142.0
C1144606,142.0
C3518296,142.0
C3705818,142.0
C3705819,142.0
C3705820,142.0
C3705821,142.0
C1144606,142.0
C1144606,142.0
C1144607,142.0
C3512228,142.0
C3518297,142.0
C3518298,142.0
C3705823,142.0
C3705824,142.0
C3705825,142.0
C3705822,142.0
C1144607,142.0
C1144607,142.0
C0185569,142.0
C3512229,142.0
C0185569,142.0
C0185569,142.0
C0185569,142.0
C0370672,164.0
C3512230,164.0
C0185578,164.0
C0185579,164.0
C0370672,164.0
C0370672,164.0
C0343128,142.0
C3512231,142.0
C0343128,142.0
C0343128,142.0
C0343128,142.0
C1964177,162.0
C3512232,162.0
C3518299,162.0
C1964177,162.0
C1964177,162.0
C0370673,32.0
C3512233,32.0
C0370673,32.0
C0370673,32.0
C0370673,32.0
C0370674,32.0
C0370674,32.0
C0370674,32.0
C0370674,32.0
C0370674,32.0
C0370675,32.0
C3512234,32.0
C0370675,32.0
C0370675,32.0
C0370675,32.0
C0370676,32.0
C3512235,32.0
C0370676,32.0
C0370676,32.0
C0370676,32.0
C0370677,32.0
C3512236,32.0
C0370677,32.0
C0370677,32.0
C0370677,32.0
C0370678,32.0
C3512237,32.0
C0370678,32.0
C0370678,32.0
C0370678,32.0
C0370679,32.0
C3512238,32.0
C0370679,32.0
C0370679,32.0
C0370679,32.0
C0370680,32.0
C0370680,32.0
C0370680,32.0
C0370680,32.0
C0370680,32.0
C0370681,32.0
C0370681,32.0
C0370681,32.0
C0370681,32.0
C0370681,32.0
C0370682,32.0
C3512239,32.0
C0370682,32.0
C0370682,32.0
C0370682,32.0
C0370683,32.0
C0370683,32.0
C0370683,32.0
C0370683,32.0
C0370683,32.0
C0370684,32.0
C0370684,32.0
C0370684,32.0
C0370684,32.0
C0370684,32.0
C0370685,32.0
C3702718,32.0
C0370685,32.0
C0370685,32.0
C0370685,32.0
C2366748,232.0
C3511666,232.0
C3517655,232.0
C3517656,232.0
C2366748,232.0
C2366748,232.0
C0370686,33.0
C3512240,33.0
C3705826,33.0
C3705827,33.0
C0370686,33.0
C0370686,33.0
C0370687,29.0
C3512241,29.0
C3518301,29.0
C3705828,29.0
C0370687,29.0
C0370687,29.0
C0185590,226.0
C3512242,226.0
C0185590,226.0
C0185590,226.0
C0185590,226.0
C0185696,161.0
C3512243,161.0
C0185696,161.0
C3705829,161.0
C3705830,161.0
C3705831,161.0
C0185696,161.0
C0185696,161.0
C0370688,161.0
C3512244,161.0
C0370688,161.0
C0370688,161.0
C0370688,161.0
C0370689,161.0
C3512244,161.0
C3518302,161.0
C3705835,161.0
C3705834,161.0
C3705836,161.0
C3705833,161.0
C3705832,161.0
C0370689,161.0
C0370689,161.0
C0370690,161.0
C3512244,161.0
C3705837,161.0
C3705838,161.0
C0370690,161.0
C0370690,161.0
C0370691,161.0
C3512246,161.0
C3705839,161.0
C3705840,161.0
C0370691,161.0
C0370691,161.0
C0370692,161.0
C3512247,161.0
C3518306,161.0
C3518307,161.0
C3705845,161.0
C3705846,161.0
C3705841,161.0
C3705847,161.0
C3705843,161.0
C3705844,161.0
C3705848,161.0
C3705842,161.0
C0370692,161.0
C0370692,161.0
C0370693,161.0
C3512248,161.0
C0370693,161.0
C0370693,161.0
C0370693,161.0
C0370694,161.0
C3512249,161.0
C2585615,161.0
C3518308,161.0
C3705849,161.0
C0370694,161.0
C0370694,161.0
C0370695,161.0
C3512250,161.0
C0370695,161.0
C0370695,161.0
C0370695,161.0
C0370696,161.0
C3702719,161.0
C3518309,161.0
C3705850,161.0
C0370696,161.0
C0370696,161.0
C0370697,161.0
C3702719,161.0
C3518309,161.0
C3705851,161.0
C0370697,161.0
C0370697,161.0
C0370698,161.0
C3702719,161.0
C3518309,161.0
C3705852,161.0
C0370698,161.0
C0370698,161.0
C0370699,161.0
C3512251,161.0
C3518310,161.0
C3705853,161.0
C3705854,161.0
C0370699,161.0
C0370699,161.0
C0370700,161.0
C3512251,161.0
C3518310,161.0
C3705856,161.0
C3705855,161.0
C0370700,161.0
C0370700,161.0
C0370701,161.0
C3512251,161.0
C3518310,161.0
C3705858,161.0
C3705857,161.0
C0370701,161.0
C0370701,161.0
C0370702,161.0
C3702719,161.0
C3518311,161.0
C0370702,161.0
C0370702,161.0
C0370703,161.0
C3512251,161.0
C3518312,161.0
C3705859,161.0
C0370703,161.0
C0370703,161.0
C0370704,161.0
C3512251,161.0
C3518313,161.0
C3705862,161.0
C3705861,161.0
C3705860,161.0
C0370704,161.0
C0370704,161.0
C0370705,161.0
C3512251,161.0
C3518314,161.0
C3705863,161.0
C0370705,161.0
C0370705,161.0
C0370706,161.0
C3512251,161.0
C3518315,161.0
C0370706,161.0
C0370706,161.0
C0370706,161.0
C0370706,161.0
C0370706,161.0
C0370707,161.0
C3512251,161.0
C0370707,161.0
C0370707,161.0
C0370707,161.0
C0370707,161.0
C0370707,161.0
C0370707,161.0
C0370708,161.0
C3512252,161.0
C3705864,161.0
C3518319,161.0
C3705865,161.0
C3518318,161.0
C3518316,161.0
C3518317,161.0
C0370708,161.0
C0370708,161.0
C0370709,161.0
C3512253,161.0
C3518322,161.0
C3705873,161.0
C3705875,161.0
C3518323,161.0
C3705869,161.0
C3518320,161.0
C3705867,161.0
C3705872,161.0
C3705866,161.0
C3518321,161.0
C3705870,161.0
C3705876,161.0
C4052346,161.0
C4052344,161.0
C4052345,161.0
C3705871,161.0
C0370709,161.0
C0370709,161.0
C0370710,161.0
C3702720,161.0
C3518325,161.0
C3518327,161.0
C3518324,161.0
C3518329,161.0
C3518328,161.0
C3518326,161.0
C3705879,161.0
C3705881,161.0
C3705883,161.0
C3705884,161.0
C3705882,161.0
C3705885,161.0
C3705880,161.0
C3705878,161.0
C4052343,161.0
C0370710,161.0
C0370710,161.0
C0370711,161.0
C3702721,161.0
C3518330,161.0
C3518331,161.0
C3518333,161.0
C3518334,161.0
C3518335,161.0
C3518332,161.0
C3705888,161.0
C3705890,161.0
C3705889,161.0
C3705892,161.0
C3705887,161.0
C3705891,161.0
C0370711,161.0
C0370711,161.0
C0370712,161.0
C3512256,161.0
C0370712,161.0
C0370712,161.0
C0370712,161.0
C0370712,161.0
C0370713,161.0
C3702722,161.0
C3518337,161.0
C3518338,161.0
C3518339,161.0
C3518340,161.0
C0370713,161.0
C0370713,161.0
C0370714,161.0
C3702723,161.0
C3518337,161.0
C3518340,161.0
C3518338,161.0
C3518339,161.0
C0370714,161.0
C0370714,161.0
C0370715,161.0
C3702724,161.0
C3518338,161.0
C3518339,161.0
C3518340,161.0
C3518337,161.0
C0370715,161.0
C0370715,161.0
C0370716,161.0
C3512260,161.0
C0370716,161.0
C0370716,161.0
C0370716,161.0
C0370716,161.0
C0370717,161.0
C3512261,161.0
C3518342,161.0
C3518344,161.0
C3518345,161.0
C3518343,161.0
C3705894,161.0
C3705895,161.0
C3705893,161.0
C3705896,161.0
C0370717,161.0
C0370717,161.0
C0370718,161.0
C3512262,161.0
C2732470,161.0
C2733284,161.0
C2732783,161.0
C2733548,161.0
C3705898,161.0
C3705897,161.0
C3705899,161.0
C3705900,161.0
C0370718,161.0
C0370718,161.0
C0370719,161.0
C3512263,161.0
C3518346,161.0
C3518347,161.0
C3518348,161.0
C0370719,161.0
C0370719,161.0
C0370720,161.0
C3512264,161.0
C3518349,161.0
C3518351,161.0
C3518350,161.0
C0370720,161.0
C0370720,161.0
C0185527,161.0
C3512265,161.0
C0185527,161.0
C0185527,161.0
C0185527,161.0
C0918062,161.0
C3512266,161.0
C0918062,161.0
C0918062,161.0
C0918062,161.0
C0198851,232.0
C3511667,232.0
C0198851,232.0
C0198851,232.0
C0198851,232.0
C0185650,161.0
C3512267,161.0
C0185650,161.0
C3705901,161.0
C3705902,161.0
C0185650,161.0
C0185650,161.0
C0185597,161.0
C3512268,161.0
C0185597,161.0
C3705903,161.0
C3705904,161.0
C2732792,161.0
C0185597,161.0
C0185597,161.0
C0185598,142.0
C3512269,142.0
C0185598,142.0
C0185598,142.0
C0185598,142.0
C0370721,161.0
C3512270,161.0
C3705909,161.0
C3705908,161.0
C3705905,161.0
C0185723,161.0
C3705907,161.0
C3705906,161.0
C0370721,161.0
C0370721,161.0
C1304804,161.0
C3512271,161.0
C3705910,161.0
C0185725,161.0
C1304804,161.0
C1304804,161.0
C0370722,164.0
C3512272,164.0
C0185718,164.0
C0185726,164.0
C0185719,164.0
C0198088,164.0
C3705912,164.0
C3705914,164.0
C3705913,164.0
C3705911,164.0
C0370722,164.0
C0370722,164.0
C0370723,164.0
C3512273,164.0
C0185722,164.0
C3518353,164.0
C3705916,164.0
C3705915,164.0
C0370723,164.0
C0370723,164.0
C0498276,154.0
C3512274,154.0
C0498276,154.0
C0185708,154.0
C3705917,154.0
C0498276,154.0
C0498276,154.0
C0185709,154.0
C3512275,154.0
C0185709,154.0
C0185709,154.0
C0185709,154.0
C0408272,154.0
C3512276,154.0
C0408272,154.0
C0408272,154.0
C0408272,154.0
C0185668,161.0
C3512277,161.0
C0185668,161.0
C0185668,161.0
C0185668,161.0
C0185668,161.0
C0370724,161.0
C3512278,161.0
C3518354,161.0
C3518355,161.0
C0370724,161.0
C0370724,161.0
C0370725,161.0
C3512279,161.0
C3518357,161.0
C3518356,161.0
C0370725,161.0
C0370725,161.0
C0370726,161.0
C3512280,161.0
C3518358,161.0
C0370726,161.0
C0370726,161.0
C0370726,161.0
C0370726,161.0
C0370727,161.0
C3512281,161.0
C3518359,161.0
C3518360,161.0
C3705920,161.0
C3705921,161.0
C3705918,161.0
C3705919,161.0
C0370727,161.0
C0370727,161.0
C0370728,161.0
C3512282,161.0
C3518362,161.0
C3518361,161.0
C3705924,161.0
C3705925,161.0
C3705922,161.0
C3705923,161.0
C0370728,161.0
C0370728,161.0
C0370729,161.0
C3512283,161.0
C3518363,161.0
C0370729,161.0
C0370729,161.0
C0370729,161.0
C0370730,161.0
C3512284,161.0
C3518364,161.0
C0370730,161.0
C0370730,161.0
C0370730,161.0
C0370730,161.0
C0185612,161.0
C3512285,161.0
C3518365,161.0
C3705926,161.0
C0185612,161.0
C0185612,161.0
C0185613,161.0
C3512286,161.0
C3518365,161.0
C3705927,161.0
C0185613,161.0
C0185613,161.0
C0185614,161.0
C3512287,161.0
C0185614,161.0
C0185614,161.0
C0185614,161.0
C0185615,161.0
C3702725,161.0
C3518366,161.0
C0185615,161.0
C0185615,161.0
C0185615,161.0
C0185616,161.0
C3702725,161.0
C3518366,161.0
C0185616,161.0
C0185616,161.0
C0185616,161.0
C0370731,161.0
C3512288,161.0
C0370731,161.0
C0370731,161.0
C0370731,161.0
C0185623,161.0
C3512289,161.0
C0185623,161.0
C0185623,161.0
C0185623,161.0
C0339020,21.0
C3512290,21.0
C0339020,21.0
C0339020,21.0
C0339020,21.0
C0197242,21.0
C3512290,21.0
C0197242,21.0
C0197242,21.0
C0197242,21.0
C0370732,142.0
C3512291,142.0
C3518367,142.0
C3705929,142.0
C3705928,142.0
C0370732,142.0
C0370732,142.0
C0370733,142.0
C3512292,142.0
C3518367,142.0
C3705930,142.0
C3705931,142.0
C0370733,142.0
C0370733,142.0
C0370734,164.0
C3702726,164.0
C0370734,164.0
C0370734,164.0
C0370734,164.0
C0370736,144.0
C3669130,144.0
C0189090,144.0
C3705932,144.0
C0370736,144.0
C0370736,144.0
C0185750,144.0
C3669130,144.0
C0189090,144.0
C3705933,144.0
C0185750,144.0
C0185750,144.0
C0185751,144.0
C3702727,144.0
C3518368,144.0
C0185751,144.0
C0185751,144.0
C0185629,144.0
C3702728,144.0
C0189037,144.0
C3705934,144.0
C0185629,144.0
C0185629,144.0
C0370737,144.0
C3702729,144.0
C3518369,144.0
C3518370,144.0
C3705937,144.0
C3705935,144.0
C3705938,144.0
C3705936,144.0
C0370737,144.0
C0370737,144.0
C0185633,144.0
C3702730,144.0
C3705939,144.0
C0185633,144.0
C0185633,144.0
C0370738,144.0
C3702731,144.0
C3518371,144.0
C3518372,144.0
C3705940,144.0
C0370738,144.0
C0370738,144.0
C0370739,144.0
C3702732,144.0
C3518373,144.0
C3518374,144.0
C3705941,144.0
C0370739,144.0
C0370739,144.0
C0185634,144.0
C3709312,144.0
C3518375,144.0
C3705942,144.0
C0185634,144.0
C0185634,144.0
C0185635,144.0
C3702733,144.0
C3518376,144.0
C0185635,144.0
C0185635,144.0
C0370740,144.0
C3702734,144.0
C3705945,144.0
C3705943,144.0
C3705948,144.0
C3705950,144.0
C3705946,144.0
C3705947,144.0
C3705949,144.0
C3705944,144.0
C4052342,144.0
C0370740,144.0
C0370740,144.0
C0370741,144.0
C3702735,144.0
C0370741,144.0
C0370741,144.0
C0370741,144.0
C0370742,144.0
C0370741,144.0
C3518386,144.0
C3705957,144.0
C3705955,144.0
C3705956,144.0
C3705954,144.0
C3705953,144.0
C3705952,144.0
C0370742,144.0
C0370742,144.0
C0370743,144.0
C3702736,144.0
C3705962,144.0
C3705960,144.0
C3705958,144.0
C3705961,144.0
C3705959,144.0
C3705963,144.0
C0370743,144.0
C0370743,144.0
C0370744,144.0
C3702737,144.0
C3518389,144.0
C3705968,144.0
C3705965,144.0
C3705966,144.0
C3705964,144.0
C3705967,144.0
C0370744,144.0
C0370744,144.0
C0370745,144.0
C3702738,144.0
C3518392,144.0
C3705969,144.0
C0370745,144.0
C0370745,144.0
C0370746,144.0
C3702739,144.0
C3518393,144.0
C3705970,144.0
C0370746,144.0
C0370746,144.0
C0370747,144.0
C3702740,144.0
C3518394,144.0
C3705971,144.0
C0370747,144.0
C0370747,144.0
C0370748,144.0
C3702741,144.0
C3518395,144.0
C3705972,144.0
C0370748,144.0
C0370748,144.0
C0370749,144.0
C3702741,144.0
C3705974,144.0
C3518395,144.0
C3705973,144.0
C0370749,144.0
C0370749,144.0
C0370750,144.0
C3702742,144.0
C3705979,144.0
C3705975,144.0
C3705980,144.0
C3705977,144.0
C3705978,144.0
C3705976,144.0
C0370750,144.0
C0370750,144.0
C0370751,144.0
C3702743,144.0
C3705982,144.0
C3705983,144.0
C3705986,144.0
C3705987,144.0
C3705985,144.0
C3705981,144.0
C3705988,144.0
C4052341,144.0
C4052339,144.0
C4052340,144.0
C0370751,144.0
C0370751,144.0
C0185607,144.0
C3702744,144.0
C0392805,144.0
C3705991,144.0
C0185607,144.0
C0185607,144.0
C0185608,144.0
C3702744,144.0
C0185608,144.0
C0185608,144.0
C0185608,144.0
C0185609,144.0
C3702744,144.0
C0185609,144.0
C0185609,144.0
C0185609,144.0
C0185610,144.0
C3702745,144.0
C3518400,144.0
C3518399,144.0
C0185610,144.0
C0185610,144.0
C0185611,144.0
C3702746,144.0
C3518401,144.0
C3705992,144.0
C0185611,144.0
C0185611,144.0
C0198850,232.0
C3511668,232.0
C3869388,232.0
C0198850,232.0
C0198850,232.0
C0198850,232.0
C0370752,144.0
C3702747,144.0
C3518402,144.0
C3705993,144.0
C0370752,144.0
C0370752,144.0
C0370753,144.0
C3702748,144.0
C3518403,144.0
C0370753,144.0
C0370753,144.0
C0185621,144.0
C3702744,144.0
C0185617,144.0
C3705994,144.0
C0185621,144.0
C0185621,144.0
C0185622,144.0
C3702745,144.0
C3518404,144.0
C0185622,144.0
C0185622,144.0
C0370754,144.0
C3702746,144.0
C3518405,144.0
C3705995,144.0
C0370754,144.0
C0370754,144.0
C0370755,144.0
C3702749,144.0
C3706002,144.0
C3706001,144.0
C3705996,144.0
C3706003,144.0
C3705997,144.0
C3705999,144.0
C3706000,144.0
C3706004,144.0
C3706005,144.0
C3705998,144.0
C0370755,144.0
C0370755,144.0
C0370756,144.0
C3702750,144.0
C0185664,144.0
C3518412,144.0
C3706006,144.0
C3706007,144.0
C0370756,144.0
C0370756,144.0
C0370757,144.0
C3702751,144.0
C0185664,144.0
C3518412,144.0
C3706011,144.0
C3706013,144.0
C3706009,144.0
C3706012,144.0
C3706008,144.0
C3706010,144.0
C0370757,144.0
C0370757,144.0
C0370758,144.0
C3702752,144.0
C3706015,144.0
C3706016,144.0
C3706014,144.0
C3706019,144.0
C3706017,144.0
C3706018,144.0
C0370758,144.0
C0370758,144.0
C0185602,144.0
C3669372,144.0
C3518416,144.0
C3706021,144.0
C3706023,144.0
C3706022,144.0
C3706024,144.0
C3706020,144.0
C0185602,144.0
C0185602,144.0
C0370759,144.0
C3702753,144.0
C3706027,144.0
C3706026,144.0
C3706025,144.0
C3706028,144.0
C0370759,144.0
C0370759,144.0
C0370760,144.0
C3669372,144.0
C3706035,144.0
C3706029,144.0
C3706036,144.0
C3706030,144.0
C3706032,144.0
C3706033,144.0
C3706034,144.0
C3706031,144.0
C0370760,144.0
C0370760,144.0
C0370761,144.0
C3702754,144.0
C3706037,144.0
C3706038,144.0
C0370761,144.0
C0370761,144.0
C0370762,144.0
C3702755,144.0
C3518422,144.0
C3518423,144.0
C0370762,144.0
C0370762,144.0
C0370763,144.0
C3702756,144.0
C3518424,144.0
C3518425,144.0
C0370763,144.0
C0370763,144.0
C0370764,144.0
C3702757,144.0
C3518426,144.0
C3706039,144.0
C0370764,144.0
C0370764,144.0
C0370765,144.0
C3702758,144.0
C3518427,144.0
C0370765,144.0
C0370765,144.0
C0370766,144.0
C3702759,144.0
C3518428,144.0
C0370766,144.0
C0370766,144.0
C0370767,144.0
C3702760,144.0
C3518429,144.0
C0370767,144.0
C0370767,144.0
C0370768,144.0
C3702761,144.0
C3518430,144.0
C0370768,144.0
C0370768,144.0
C0370769,144.0
C3702762,144.0
C0185680,144.0
C3706040,144.0
C0370769,144.0
C0370769,144.0
C0370770,144.0
C3702763,144.0
C3518431,144.0
C0370770,144.0
C0370770,144.0
C0185692,144.0
C3709313,144.0
C0185692,144.0
C0185692,144.0
C0185692,144.0
C0370771,144.0
C3702764,144.0
C3518433,144.0
C3518437,144.0
C0845445,144.0
C3706044,144.0
C3706042,144.0
C3706047,144.0
C3518435,144.0
C3706043,144.0
C3706041,144.0
C3706045,144.0
C3706046,144.0
C0370771,144.0
C0370771,144.0
C0370772,144.0
C3702765,144.0
C0408036,144.0
C3706049,144.0
C3706048,144.0
C0370772,144.0
C0370772,144.0
C0370773,144.0
C3702765,144.0
C0408036,144.0
C3706051,144.0
C3706052,144.0
C3706053,144.0
C3706056,144.0
C3706058,144.0
C3706057,144.0
C3706050,144.0
C3706054,144.0
C3706055,144.0
C0370773,144.0
C0370773,144.0
C0185711,144.0
C3702766,144.0
C0185711,144.0
C0185711,144.0
C0185711,144.0
C0185733,29.0
C3702768,29.0
C3518438,29.0
C0185733,29.0
C0185733,29.0
C0185512,164.0
C3512333,164.0
C3512333,164.0
C0185512,164.0
C0185512,164.0
C0370255,232.0
C3511669,232.0
C3517657,232.0
C3517658,232.0
C3869386,232.0
C3869387,232.0
C0370255,232.0
C0370255,232.0
C0370777,168.0
C0370777,168.0
C3518439,168.0
C0185781,168.0
C3518440,168.0
C0185779,168.0
C0370777,168.0
C0370777,168.0
C0370778,142.0
C3512334,142.0
C3518443,142.0
C3518442,142.0
C3518441,142.0
C0185783,142.0
C0370778,142.0
C0370778,142.0
C0185788,161.0
C3702769,161.0
C3706059,161.0
C3706060,161.0
C0185788,161.0
C0185788,161.0
C0185788,161.0
C0370779,159.0
C0370779,159.0
C0185802,159.0
C3518444,159.0
C0370779,159.0
C0370779,159.0
C2724397,170.0
C3702770,170.0
C2067317,170.0
C3518445,170.0
C3706061,170.0
C3706062,170.0
C2724397,170.0
C2724397,170.0
C2724398,160.0
C3702771,160.0
C3518445,160.0
C2067317,160.0
C3706063,160.0
C3706066,160.0
C3706065,160.0
C3706064,160.0
C2724398,160.0
C2724398,160.0
C2724399,170.0
C3702772,170.0
C3518445,170.0
C2067317,170.0
C3706067,170.0
C3706068,170.0
C2724399,170.0
C2724399,170.0
C2724400,160.0
C3702773,160.0
C3518445,160.0
C2067317,160.0
